200 10024
1 2 1
1 4 1
1 6 1
1 12 1
1 13 1
1 16 1
1 17 1
1 18 1
1 19 1
1 20 1
1 23 1
1 25 1
1 27 1
1 31 1
1 32 1
1 34 1
1 35 1
1 36 1
1 37 1
1 41 1
1 42 1
1 45 1
1 46 1
1 47 1
1 52 1
1 54 1
1 56 1
1 57 1
1 58 1
1 59 1
1 60 1
1 63 1
1 65 1
1 66 1
1 69 1
1 70 1
1 73 1
1 76 1
1 77 1
1 78 1
1 80 1
1 81 1
1 82 1
1 84 1
1 85 1
1 86 1
1 87 1
1 88 1
1 95 1
1 96 1
1 97 1
1 101 1
1 109 1
1 110 1
1 112 1
1 113 1
1 114 1
1 116 1
1 117 1
1 118 1
1 119 1
1 121 1
1 123 1
1 124 1
1 125 1
1 128 1
1 129 1
1 130 1
1 131 1
1 132 1
1 133 1
1 134 1
1 136 1
1 137 1
1 138 1
1 139 1
1 145 1
1 147 1
1 148 1
1 150 1
1 152 1
1 153 1
1 155 1
1 156 1
1 157 1
1 158 1
1 164 1
1 165 1
1 166 1
1 168 1
1 170 1
1 174 1
1 175 1
1 176 1
1 177 1
1 178 1
1 179 1
1 180 1
1 181 1
1 183 1
1 184 1
1 192 1
1 194 1
1 195 1
1 196 1
1 197 1
1 199 1
1 200 1
2 5 1
2 6 1
2 8 1
2 9 1
2 10 1
2 12 1
2 15 1
2 16 1
2 18 1
2 19 1
2 20 1
2 24 1
2 25 1
2 26 1
2 31 1
2 32 1
2 34 1
2 37 1
2 38 1
2 39 1
2 40 1
2 41 1
2 42 1
2 43 1
2 44 1
2 50 1
2 51 1
2 52 1
2 55 1
2 57 1
2 58 1
2 62 1
2 64 1
2 68 1
2 70 1
2 71 1
2 73 1
2 74 1
2 75 1
2 76 1
2 78 1
2 79 1
2 81 1
2 82 1
2 87 1
2 88 1
2 90 1
2 92 1
2 93 1
2 94 1
2 95 1
2 96 1
2 98 1
2 100 1
2 104 1
2 108 1
2 109 1
2 111 1
2 112 1
2 114 1
2 116 1
2 123 1
2 125 1
2 127 1
2 128 1
2 131 1
2 135 1
2 136 1
2 137 1
2 138 1
2 139 1
2 140 1
2 141 1
2 142 1
2 144 1
2 145 1
2 148 1
2 151 1
2 152 1
2 153 1
2 155 1
2 157 1
2 158 1
2 159 1
2 160 1
2 163 1
2 164 1
2 165 1
2 169 1
2 170 1
2 172 1
2 174 1
2 175 1
2 176 1
2 181 1
2 183 1
2 184 1
2 188 1
2 189 1
2 192 1
2 193 1
2 196 1
2 197 1
2 200 1
3 4 1
3 5 1
3 7 1
3 10 1
3 11 1
3 12 1
3 14 1
3 15 1
3 17 1
3 18 1
3 21 1
3 23 1
3 24 1
3 26 1
3 30 1
3 31 1
3 33 1
3 35 1
3 37 1
3 38 1
3 39 1
3 41 1
3 42 1
3 44 1
3 45 1
3 48 1
3 53 1
3 54 1
3 56 1
3 59 1
3 60 1
3 61 1
3 62 1
3 64 1
3 65 1
3 68 1
3 69 1
3 70 1
3 71 1
3 72 1
3 73 1
3 75 1
