200 5066
1 2 1
1 3 1
1 4 1
1 12 1
1 17 1
1 19 1
1 21 1
1 23 1
1 25 1
1 33 1
1 38 1
1 45 1
1 47 1
1 49 1
1 51 1
1 52 1
1 54 1
1 57 1
1 68 1
1 71 1
1 72 1
1 82 1
1 85 1
1 89 1
1 90 1
1 92 1
1 97 1
1 99 1
1 101 1
1 117 1
1 118 1
1 121 1
1 122 1
1 125 1
1 126 1
1 127 1
1 131 1
1 132 1
1 136 1
1 140 1
1 141 1
1 146 1
1 147 1
1 152 1
1 156 1
1 163 1
1 165 1
1 168 1
1 171 1
1 177 1
1 180 1
1 181 1
1 184 1
1 189 1
1 192 1
1 193 1
1 195 1
1 196 1
1 200 1
2 8 1
2 10 1
2 11 1
2 18 1
2 21 1
2 28 1
2 31 1
2 36 1
2 37 1
2 38 1
2 39 1
2 41 1
2 42 1
2 44 1
2 45 1
2 46 1
2 48 1
2 66 1
2 69 1
2 70 1
2 76 1
2 80 1
2 81 1
2 83 1
2 84 1
2 85 1
2 87 1
2 95 1
2 97 1
2 106 1
2 110 1
2 111 1
2 120 1
2 131 1
2 134 1
2 138 1
2 146 1
2 147 1
2 165 1
2 167 1
2 169 1
2 170 1
2 181 1
2 182 1
2 183 1
2 184 1
2 187 1
2 189 1
2 192 1
2 196 1
2 197 1
3 6 1
3 7 1
3 8 1
3 14 1
3 16 1
3 21 1
3 29 1
3 30 1
3 47 1
3 48 1
3 67 1
3 68 1
3 73 1
3 77 1
3 86 1
3 99 1
3 100 1
3 108 1
3 109 1
3 112 1
3 118 1
3 125 1
3 128 1
3 135 1
3 142 1
3 143 1
3 148 1
3 165 1
3 173 1
3 176 1
3 179 1
3 180 1
3 186 1
3 187 1
3 192 1
3 196 1
3 199 1
3 200 1
4 7 1
4 10 1
4 11 1
4 12 1
4 17 1
4 21 1
4 23 1
4 24 1
4 28 1
4 29 1
4 30 1
4 35 1
4 37 1
4 39 1
4 40 1
4 44 1
4 47 1
4 57 1
4 61 1
4 65 1
4 71 1
4 74 1
4 75 1
4 81 1
4 86 1
4 87 1
4 97 1
4 98 1
4 99 1
4 114 1
4 139 1
4 140 1
4 142 1
4 146 1
4 147 1
4 150 1
4 154 1
4 161 1
4 177 1
4 178 1
4 182 1
4 187 1
4 192 1
5 7 1
5 17 1
5 18 1
5 19 1
5 24 1
5 27 1
5 30 1
5 34 1
5 35 1
5 36 1
5 39 1
5 43 1
5 44 1
5 49 1
5 52 1
5 54 1
5 55 1
5 58 1
5 59 1
5 61 1
5 64 1
5 66 1
5 67 1
5 70 1
5 71 1
5 72 1
5 74 1
5 80 1
5 83 1
5 85 1
5 88 1
5 94 1
5 98 1
5 105 1
5 108 1
5 110 1
5 113 1
5 114 1
5 118 1
5 128 1
5 129 1
5 134 1
5 137 1
5 138 1
5 145 1
5 146 1
5 148 1
5 149 1
5 156 1
5 158 1
5 161 1
5 162 1
5 170 1
5 171 1
5 173 1
5 176 1
5 180 1
5 188 1
5 194 1
6 10 1
6 12 1
6 14 1
6 18 1
6 34 1
6 36 1
6 37 1
6 39 1
6 41 1
6 44 1
6 48 1
6 54 1
6 57 1
6 61 1
6 62 1
6 64 1
6 77 1
6 79 1
6 82 1
6 85 1
6 92 1
6 93 1
6 95 1
6 97 1
6 99 1
6 100 1
6 101 1
6 102 1
6 103 1
6 104 1
6 105 1
6 109 1
6 116 1
6 119 1
6 126 1
6 130 1
6 143 1
6 146 1
6 148 1
6 156 1
6 159 1
6 160 1
6 170 1
6 174 1
6 176 1
6 181 1
6 187 1
6 191 1
6 192 1
6 195 1
6 197 1
6 198 1
7 10 1
7 14 1
7 16 1
7 21 1
7 25 1
7 30 1
7 31 1
7 32 1
7 37 1
7 38 1
7 48 1
7 49 1
7 50 1
7 52 1
7 60 1
7 61 1
7 62 1
7 69 1
7 71 1
7 80 1
7 83 1
7 86 1
7 87 1
7 88 1
7 89 1
7 93 1
7 97 1
7 118 1
7 121 1
7 125 1
7 128 1
7 130 1
7 134 1
7 135 1
7 140 1
7 141 1
7 142 1
7 143 1
7 144 1
7 147 1
7 148 1
7 149 1
7 151 1
7 163 1
7 166 1
7 168 1
7 169 1
7 173 1
7 175 1
7 176 1
7 191 1
8 9 1
8 12 1
8 23 1
8 25 1
8 26 1
8 30 1
8 31 1
8 52 1
8 54 1
8 60 1
8 64 1
8 65 1
8 68 1
8 71 1
8 80 1
8 87 1
8 88 1
8 89 1
8 90 1
8 93 1
8 96 1
8 97 1
8 100 1
8 106 1
8 117 1
8 119 1
8 123 1
8 124 1
8 128 1
8 129 1
8 134 1
8 142 1
8 145 1
8 151 1
8 153 1
8 162 1
8 166 1
8 168 1
8 171 1
8 173 1
8 177 1
8 187 1
8 191 1
8 192 1
8 195 1
8 197 1
9 13 1
9 19 1
9 34 1
9 36 1
9 44 1
9 45 1
9 46 1
9 47 1
9 50 1
9 55 1
9 56 1
9 58 1
9 59 1
9 62 1
9 64 1
9 67 1
9 68 1
9 71 1
9 72 1
9 73 1
9 83 1
9 87 1
9 88 1
9 90 1
9 98 1
9 101 1
9 103 1
9 104 1
9 106 1
9 107 1
9 108 1
9 115 1
9 119 1
9 120 1
9 126 1
9 128 1
9 129 1
9 131 1
9 134 1
9 138 1
9 143 1
9 147 1
9 148 1
9 154 1
9 157 1
9 164 1
9 167 1
9 168 1
9 179 1
9 180 1
9 181 1
9 189 1
9 191 1
9 197 1
10 39 1
10 44 1
10 45 1
10 50 1
10 54 1
10 61 1
10 63 1
10 66 1
10 71 1
10 73 1
10 83 1
10 84 1
10 87 1
10 93 1
10 96 1
10 99 1
10 100 1
10 101 1
10 102 1
10 109 1
10 110 1
10 114 1
10 116 1
10 118 1
10 119 1
10 123 1
10 130 1
10 132 1
10 142 1
10 149 1
10 151 1
10 157 1
10 158 1
10 162 1
10 163 1
10 164 1
10 169 1
10 173 1
10 176 1
10 177 1
10 185 1
10 187 1
10 192 1
10 198 1
10 199 1
11 15 1
11 17 1
11 18 1
11 20 1
11 23 1
11 26 1
11 30 1
11 34 1
11 35 1
11 36 1
11 37 1
11 44 1
11 47 1
11 49 1
11 50 1
11 53 1
11 56 1
11 58 1
11 63 1
11 68 1
11 77 1
11 78 1
11 85 1
11 89 1
11 106 1
11 107 1
11 112 1
11 113 1
11 114 1
11 120 1
11 123 1
11 136 1
11 140 1
11 145 1
11 148 1
11 151 1
11 154 1
11 162 1
11 168 1
11 170 1
11 171 1
11 172 1
11 177 1
11 178 1
11 190 1
11 191 1
11 193 1
11 196 1
12 19 1
12 20 1
12 23 1
12 25 1
12 27 1
12 34 1
12 36 1
12 40 1
12 46 1
12 49 1
12 52 1
12 53 1
12 55 1
12 59 1
12 66 1
12 68 1
12 69 1
12 71 1
12 74 1
12 79 1
12 80 1
12 82 1
12 89 1
12 94 1
12 95 1
12 99 1
12 102 1
12 104 1
12 107 1
12 111 1
12 113 1
12 117 1
12 124 1
12 126 1
12 128 1
12 129 1
12 132 1
12 135 1
12 141 1
12 143 1
12 145 1
12 146 1
12 147 1
12 148 1
12 156 1
12 164 1
12 167 1
12 168 1
12 170 1
12 174 1
12 177 1
12 178 1
12 180 1
12 183 1
12 184 1
12 185 1
12 189 1
12 193 1
12 196 1
12 198 1
12 200 1
13 21 1
13 22 1
13 35 1
13 38 1
13 39 1
13 41 1
13 49 1
13 52 1
13 54 1
13 65 1
13 68 1
13 76 1
13 80 1
13 83 1
13 89 1
13 90 1
13 95 1
13 99 1
13 101 1
13 106 1
13 107 1
13 113 1
13 115 1
13 122 1
13 127 1
13 130 1
13 131 1
13 133 1
13 135 1
13 136 1
13 137 1
13 141 1
13 145 1
13 148 1
13 149 1
13 158 1
13 163 1
13 171 1
13 173 1
13 179 1
13 180 1
13 182 1
13 192 1
13 193 1
13 195 1
13 200 1
14 16 1
14 23 1
14 25 1
14 26 1
14 28 1
14 29 1
14 34 1
14 46 1
14 50 1
14 51 1
14 53 1
14 60 1
14 61 1
14 67 1
14 76 1
14 77 1
14 78 1
14 80 1
14 81 1
14 82 1
14 83 1
14 86 1
14 88 1
14 90 1
14 94 1
14 102 1
14 104 1
14 107 1
14 113 1
14 114 1
14 119 1
14 123 1
14 132 1
14 136 1
14 137 1
14 139 1
14 141 1
14 143 1
14 144 1
14 146 1
14 150 1
14 151 1
14 161 1
14 164 1
14 167 1
14 169 1
14 175 1
14 182 1
14 198 1
14 199 1
15 24 1
15 25 1
15 28 1
15 32 1
15 38 1
15 39 1
15 41 1
15 43 1
15 49 1
15 55 1
15 58 1
15 67 1
15 68 1
15 71 1
15 72 1
15 77 1
15 93 1
15 94 1
15 95 1
15 99 1
15 100 1
15 102 1
15 104 1
15 109 1
15 110 1
15 113 1
15 119 1
15 127 1
15 131 1
15 141 1
15 142 1
15 144 1
15 146 1
15 153 1
15 154 1
15 157 1
15 160 1
15 169 1
15 170 1
15 174 1
15 182 1
15 183 1
15 185 1
15 193 1
15 194 1
16 18 1
16 19 1
16 30 1
16 32 1
16 34 1
16 35 1
16 37 1
16 40 1
16 41 1
16 42 1
16 47 1
16 55 1
16 60 1
16 65 1
16 67 1
16 68 1
16 86 1
16 89 1
16 90 1
16 95 1
16 99 1
16 100 1
16 113 1
16 118 1
16 119 1
16 126 1
16 128 1
16 136 1
16 137 1
16 138 1
16 142 1
16 145 1
16 148 1
16 149 1
16 154 1
16 157 1
16 160 1
16 166 1
16 172 1
16 180 1
16 184 1
16 186 1
16 187 1
16 200 1
17 20 1
17 24 1
17 28 1
17 29 1
17 30 1
17 31 1
17 34 1
17 47 1
17 48 1
17 49 1
17 53 1
17 56 1
17 64 1
17 67 1
17 69 1
17 72 1
17 75 1
17 80 1
17 81 1
17 82 1
17 89 1
17 90 1
17 95 1
17 96 1
17 99 1
17 101 1
17 102 1
17 107 1
17 109 1
17 110 1
17 116 1
17 118 1
17 120 1
17 121 1
17 128 1
17 131 1
17 135 1
17 137 1
17 138 1
17 140 1
17 149 1
17 155 1
17 167 1
17 172 1
17 175 1
17 177 1
17 183 1
17 186 1
17 197 1
18 24 1
18 26 1
18 27 1
18 30 1
18 47 1
18 50 1
18 53 1
18 56 1
18 62 1
18 63 1
18 82 1
18 83 1
18 86 1
18 91 1
18 97 1
18 100 1
18 101 1
18 103 1
18 115 1
18 121 1
18 128 1
18 131 1
18 133 1
18 143 1
18 149 1
18 152 1
18 153 1
18 164 1
18 169 1
18 173 1
18 174 1
18 177 1
18 182 1
18 188 1
18 192 1
18 195 1
18 196 1
18 197 1
18 198 1
18 200 1
19 22 1
19 25 1
19 28 1
19 30 1
19 34 1
19 43 1
19 45 1
19 46 1
19 47 1
19 49 1
19 50 1
19 51 1
19 55 1
19 61 1
19 66 1
19 74 1
19 75 1
19 85 1
19 87 1
19 89 1
19 94 1
19 97 1
19 100 1
19 102 1
19 107 1
19 112 1
19 123 1
19 131 1
19 132 1
19 142 1
19 150 1
19 156 1
19 157 1
19 161 1
19 164 1
19 166 1
19 168 1
19 177 1
19 180 1
19 181 1
19 184 1
19 187 1
19 194 1
19 196 1
20 22 1
20 23 1
20 29 1
20 37 1
20 40 1
20 44 1
20 46 1
20 51 1
20 54 1
20 55 1
20 56 1
20 62 1
20 63 1
20 66 1
20 72 1
20 77 1
20 86 1
20 103 1
20 104 1
20 107 1
20 109 1
20 120 1
20 131 1
20 132 1
20 137 1
20 140 1
20 148 1
20 158 1
20 168 1
20 171 1
20 173 1
20 179 1
20 180 1
20 181 1
20 184 1
20 185 1
20 197 1
21 24 1
21 30 1
21 33 1
21 34 1
21 35 1
21 36 1
21 42 1
21 49 1
21 51 1
21 55 1
21 58 1
21 59 1
21 62 1
21 65 1
21 75 1
21 76 1
21 81 1
21 82 1
21 83 1
21 88 1
21 92 1
21 98 1
21 100 1
21 105 1
21 106 1
21 122 1
21 123 1
21 128 1
21 136 1
21 138 1
21 143 1
21 145 1
21 148 1
21 152 1
21 157 1
21 161 1
21 164 1
21 173 1
21 177 1
21 178 1
21 180 1
21 183 1
21 185 1
21 186 1
21 187 1
21 189 1
21 195 1
21 197 1
21 198 1
22 24 1
22 28 1
22 31 1
22 40 1
22 47 1
22 51 1
22 60 1
22 65 1
22 69 1
22 70 1
22 73 1
22 74 1
22 75 1
22 76 1
22 79 1
22 81 1
22 89 1
22 102 1
22 108 1
22 110 1
22 116 1
22 119 1
22 129 1
22 133 1
22 134 1
22 141 1
22 143 1
22 147 1
22 148 1
22 149 1
22 164 1
22 169 1
22 171 1
22 172 1
22 175 1
22 180 1
22 181 1
23 30 1
23 32 1
23 39 1
23 51 1
23 65 1
23 69 1
23 70 1
23 71 1
23 76 1
23 79 1
23 85 1
23 87 1
23 90 1
23 91 1
23 92 1
23 95 1
23 96 1
23 98 1
23 99 1
23 101 1
23 105 1
23 111 1
23 113 1
23 116 1
23 124 1
23 125 1
23 128 1
23 131 1
23 132 1
23 133 1
23 137 1
23 138 1
23 148 1
23 152 1
23 153 1
23 156 1
23 159 1
23 160 1
23 170 1
23 172 1
23 180 1
23 182 1
23 183 1
23 185 1
23 189 1
23 191 1
23 193 1
23 199 1
24 25 1
24 40 1
24 42 1
24 46 1
24 49 1
24 57 1
24 60 1
24 61 1
24 63 1
24 73 1
24 84 1
24 87 1
24 90 1
24 91 1
24 95 1
24 96 1
24 104 1
24 107 1
24 110 1
24 111 1
24 113 1
24 114 1
24 118 1
24 119 1
24 121 1
24 123 1
24 125 1
24 133 1
24 134 1
24 135 1
24 139 1
24 141 1
24 145 1
24 146 1
24 148 1
24 157 1
24 158 1
24 162 1
24 163 1
24 166 1
24 172 1
24 176 1
24 179 1
24 184 1
24 185 1
24 195 1
24 196 1
24 197 1
25 28 1
25 30 1
25 33 1
25 34 1
25 35 1
25 37 1
25 41 1
25 45 1
25 46 1
25 47 1
25 48 1
25 51 1
25 52 1
25 62 1
25 63 1
25 66 1
25 67 1
25 72 1
25 73 1
25 76 1
25 81 1
25 83 1
25 84 1
25 87 1
25 93 1
25 95 1
25 107 1
25 111 1
25 116 1
25 118 1
25 124 1
25 131 1
25 133 1
25 143 1
25 148 1
25 150 1
25 152 1
25 167 1
25 175 1
25 183 1
25 186 1
25 189 1
25 193 1
25 194 1
25 196 1
25 199 1
26 27 1
26 30 1
26 33 1
26 34 1
26 35 1
26 43 1
26 45 1
26 50 1
26 55 1
26 60 1
26 64 1
26 66 1
26 74 1
26 78 1
26 82 1
26 88 1
26 90 1
26 96 1
26 102 1
26 110 1
26 113 1
26 127 1
26 129 1
26 135 1
26 136 1
26 139 1
26 140 1
26 142 1
26 147 1
26 148 1
26 153 1
26 155 1
26 157 1
26 161 1
26 164 1
26 169 1
26 177 1
26 184 1
26 193 1
26 195 1
26 197 1
27 40 1
27 43 1
27 57 1
27 61 1
27 62 1
27 63 1
27 64 1
27 65 1
27 67 1
27 71 1
27 77 1
27 78 1
27 80 1
27 82 1
27 89 1
27 95 1
27 102 1
27 110 1
27 112 1
27 118 1
27 120 1
27 122 1
27 132 1
27 136 1
27 140 1
27 142 1
27 158 1
27 167 1
27 177 1
27 178 1
27 179 1
27 187 1
27 188 1
28 37 1
28 39 1
28 43 1
28 44 1
28 46 1
28 57 1
28 58 1
28 60 1
28 62 1
28 70 1
28 77 1
28 82 1
28 85 1
28 86 1
28 87 1
28 90 1
28 91 1
28 95 1
28 97 1
28 99 1
28 102 1
28 110 1
28 111 1
28 113 1
28 116 1
28 123 1
28 124 1
28 126 1
28 129 1
28 136 1
28 147 1
28 148 1
28 154 1
28 171 1
28 179 1
28 183 1
28 185 1
28 189 1
28 196 1
28 199 1
29 31 1
29 34 1
29 38 1
29 42 1
29 47 1
29 50 1
29 52 1
29 53 1
29 69 1
29 71 1
29 81 1
29 83 1
29 89 1
29 90 1
29 93 1
29 98 1
29 100 1
29 103 1
29 108 1
29 109 1
29 112 1
29 119 1
29 120 1
