300 11460
1 4 1
1 11 1
1 13 1
1 14 1
1 15 1
1 19 1
1 20 1
1 21 1
1 22 1
1 23 1
1 34 1
1 36 1
1 41 1
1 44 1
1 47 1
1 49 1
1 50 1
1 53 1
1 55 1
1 62 1
1 63 1
1 65 1
1 68 1
1 69 1
1 72 1
1 73 1
1 74 1
1 76 1
1 77 1
1 80 1
1 82 1
1 84 1
1 86 1
1 87 1
1 91 1
1 92 1
1 94 1
1 95 1
1 97 1
1 98 1
1 99 1
1 100 1
1 105 1
1 106 1
1 108 1
1 114 1
1 115 1
1 117 1
1 118 1
1 119 1
1 120 1
1 122 1
1 124 1
1 127 1
1 130 1
1 131 1
1 132 1
1 135 1
1 138 1
1 143 1
1 144 1
1 146 1
1 151 1
1 157 1
1 165 1
1 166 1
1 169 1
1 171 1
1 172 1
1 175 1
1 185 1
1 187 1
1 188 1
1 193 1
1 195 1
1 196 1
1 199 1
1 200 1
1 201 1
1 202 1
1 203 1
1 204 1
1 208 1
1 212 1
1 213 1
1 214 1
1 216 1
1 218 1
1 219 1
1 220 1
1 221 1
1 224 1
1 233 1
1 235 1
1 238 1
1 240 1
1 243 1
1 250 1
1 253 1
1 257 1
1 259 1
1 260 1
1 263 1
1 266 1
1 269 1
1 270 1
1 274 1
1 278 1
1 279 1
1 280 1
1 282 1
1 286 1
1 287 1
1 288 1
1 289 1
1 291 1
1 294 1
1 296 1
2 6 1
2 8 1
2 14 1
2 18 1
2 19 1
2 20 1
2 22 1
2 25 1
2 31 1
2 36 1
2 41 1
2 42 1
2 43 1
2 44 1
2 48 1
2 51 1
2 52 1
2 53 1
2 58 1
2 59 1
2 60 1
2 63 1
2 64 1
2 65 1
2 66 1
2 68 1
2 69 1
2 76 1
2 77 1
2 80 1
2 81 1
2 85 1
2 93 1
2 94 1
2 97 1
2 98 1
2 103 1
2 109 1
2 110 1
2 112 1
2 118 1
2 121 1
2 122 1
2 123 1
2 126 1
2 131 1
2 132 1
2 134 1
2 135 1
2 138 1
2 139 1
2 141 1
2 143 1
2 146 1
2 148 1
2 150 1
2 154 1
2 155 1
2 157 1
2 158 1
2 159 1
2 162 1
2 164 1
2 165 1
2 166 1
2 168 1
2 169 1
2 172 1
2 174 1
2 175 1
2 176 1
2 177 1
2 182 1
2 183 1
2 184 1
2 185 1
2 186 1
2 192 1
2 193 1
2 195 1
2 196 1
2 202 1
2 203 1
2 204 1
2 206 1
2 209 1
2 212 1
2 215 1
2 216 1
2 217 1
2 218 1
2 221 1
2 224 1
2 225 1
2 226 1
2 233 1
2 237 1
2 238 1
2 240 1
2 241 1
2 243 1
2 244 1
2 253 1
2 255 1
2 263 1
2 265 1
2 270 1
2 276 1
2 278 1
2 280 1
2 284 1
2 285 1
2 290 1
2 291 1
2 294 1
2 295 1
2 297 1
2 298 1
3 6 1
3 8 1
3 12 1
3 15 1
3 22 1
3 23 1
3 24 1
3 30 1
3 34 1
3 36 1
3 37 1
3 40 1
3 46 1
3 56 1
3 58 1
3 60 1
3 61 1
3 62 1
3 63 1
3 65 1
3 67 1
3 78 1
3 79 1
3 80 1
3 86 1
3 88 1
3 89 1
3 92 1
3 96 1
3 98 1
3 103 1
3 106 1
3 108 1
3 116 1
3 118 1
3 123 1
3 125 1
3 126 1
3 127 1
3 129 1
3 140 1
3 147 1
3 148 1
3 153 1
3 154 1
3 156 1
3 157 1
3 161 1
3 165 1
3 172 1
3 173 1
3 175 1
3 178 1
3 186 1
3 193 1
3 194 1
3 198 1
3 202 1
3 210 1
3 215 1
3 216 1
3 230 1
3 233 1
3 248 1
3 258 1
3 261 1
3 263 1
3 265 1
3 269 1
3 271 1
3 273 1
3 278 1
3 282 1
3 284 1
3 285 1
3 290 1
3 297 1
3 300 1
4 14 1
4 15 1
4 16 1
4 31 1
4 39 1
4 54 1
4 62 1
4 64 1
4 68 1
4 73 1
4 87 1
4 90 1
4 93 1
4 108 1
4 114 1
4 120 1
4 135 1
4 151 1
4 152 1
4 158 1
4 168 1
4 172 1
4 173 1
4 183 1
4 186 1
4 197 1
4 206 1
4 211 1
4 214 1
4 217 1
4 230 1
4 241 1
4 242 1
4 253 1
4 262 1
4 264 1
4 266 1
4 272 1
4 278 1
4 295 1
5 7 1
5 12 1
5 13 1
5 22 1
5 30 1
5 31 1
5 34 1
5 37 1
5 39 1
5 40 1
5 41 1
5 42 1
5 43 1
5 45 1
5 47 1
5 49 1
5 55 1
5 61 1
5 63 1
5 69 1
5 72 1
5 82 1
5 90 1
5 96 1
5 98 1
5 106 1
5 108 1
5 110 1
5 113 1
5 115 1
5 118 1
5 120 1
5 121 1
5 125 1
5 131 1
5 135 1
5 137 1
5 150 1
5 157 1
5 158 1
5 159 1
5 162 1
5 163 1
5 164 1
5 166 1
5 178 1
5 185 1
5 186 1
5 187 1
5 192 1
5 194 1
5 195 1
5 200 1
5 202 1
5 210 1
5 211 1
5 220 1
5 227 1
5 229 1
5 231 1
5 243 1
5 248 1
5 250 1
5 265 1
5 275 1
5 276 1
5 289 1
6 8 1
6 12 1
6 13 1
6 17 1
6 18 1
6 29 1
6 30 1
6 31 1
6 33 1
6 34 1
6 41 1
6 45 1
6 46 1
6 49 1
6 54 1
6 55 1
6 61 1
6 62 1
6 64 1
6 65 1
6 66 1
6 71 1
6 73 1
6 78 1
6 82 1
6 84 1
6 87 1
6 88 1
6 91 1
6 93 1
6 96 1
6 97 1
6 99 1
6 105 1
6 107 1
6 113 1
6 120 1
6 127 1
6 129 1
6 136 1
6 139 1
6 141 1
6 143 1
6 144 1
6 146 1
6 149 1
6 151 1
6 152 1
6 156 1
6 157 1
6 158 1
6 162 1
6 165 1
6 169 1
6 176 1
6 181 1
6 188 1
6 189 1
6 194 1
6 195 1
6 198 1
6 200 1
6 206 1
6 207 1
6 208 1
6 210 1
6 211 1
6 212 1
6 213 1
6 218 1
6 219 1
6 224 1
6 230 1
6 233 1
6 234 1
6 235 1
6 238 1
6 239 1
6 242 1
6 245 1
6 246 1
6 249 1
6 261 1
6 267 1
6 268 1
6 270 1
6 277 1
6 278 1
6 279 1
6 283 1
6 284 1
6 286 1
6 288 1
6 294 1
6 295 1
6 300 1
7 11 1
7 13 1
7 18 1
7 20 1
7 22 1
7 27 1
7 30 1
7 31 1
7 43 1
7 44 1
7 45 1
7 60 1
7 65 1
7 68 1
7 77 1
7 79 1
7 80 1
7 85 1
7 86 1
7 87 1
7 88 1
7 92 1
7 94 1
7 97 1
7 99 1
7 109 1
7 113 1
7 128 1
7 131 1
7 132 1
7 138 1
7 147 1
7 148 1
7 152 1
7 154 1
7 158 1
7 164 1
7 165 1
7 173 1
7 181 1
7 185 1
7 190 1
7 191 1
7 195 1
7 198 1
7 199 1
7 201 1
7 202 1
7 203 1
7 209 1
7 210 1
7 212 1
7 213 1
7 216 1
7 217 1
7 220 1
7 222 1
7 225 1
7 237 1
7 241 1
7 245 1
7 248 1
7 249 1
7 257 1
7 273 1
7 275 1
7 276 1
7 300 1
8 9 1
8 10 1
8 12 1
8 14 1
8 15 1
8 16 1
8 20 1
8 23 1
8 27 1
8 28 1
8 29 1
8 31 1
8 32 1
8 35 1
8 46 1
8 55 1
8 56 1
8 61 1
8 65 1
8 74 1
8 78 1
8 80 1
8 83 1
8 84 1
8 86 1
8 88 1
8 91 1
8 92 1
8 93 1
8 101 1
8 102 1
8 103 1
8 106 1
8 111 1
8 112 1
8 114 1
8 116 1
8 126 1
8 130 1
8 131 1
8 133 1
8 134 1
8 138 1
8 140 1
8 141 1
8 147 1
8 150 1
8 154 1
8 155 1
8 157 1
8 159 1
8 160 1
8 161 1
8 162 1
8 164 1
8 166 1
