125 736
1 5 1
1 29 1
1 44 1
1 53 1
1 79 1
1 80 1
1 113 1
1 120 1
1 123 1
2 6 1
2 11 1
2 17 1
2 27 1
2 32 1
2 40 1
2 46 1
2 79 1
2 105 1
3 25 1
3 35 1
3 38 1
3 41 1
3 56 1
3 62 1
3 63 1
3 88 1
3 112 1
3 115 1
3 116 1
4 8 1
4 9 1
4 38 1
4 69 1
4 72 1
4 99 1
4 105 1
4 113 1
5 13 1
5 19 1
5 30 1
5 35 1
5 65 1
5 77 1
5 82 1
5 84 1
5 92 1
5 118 1
5 121 1
6 9 1
6 27 1
6 38 1
6 42 1
6 56 1
6 67 1
6 69 1
6 75 1
6 82 1
6 109 1
6 120 1
6 123 1
7 14 1
7 21 1
7 41 1
7 42 1
7 51 1
7 73 1
7 77 1
7 98 1
8 15 1
8 19 1
8 21 1
8 42 1
8 57 1
8 58 1
8 62 1
8 65 1
8 103 1
8 105 1
8 110 1
9 14 1
9 28 1
9 49 1
9 52 1
9 61 1
9 66 1
9 73 1
9 77 1
9 84 1
9 91 1
9 96 1
9 100 1
9 101 1
9 111 1
10 16 1
10 25 1
10 31 1
10 33 1
10 46 1
10 62 1
10 67 1
10 81 1
10 87 1
10 110 1
10 118 1
11 19 1
11 32 1
11 63 1
11 67 1
11 71 1
11 77 1
11 88 1
11 96 1
11 103 1
11 106 1
11 121 1
11 122 1
12 16 1
12 18 1
12 34 1
12 35 1
12 42 1
12 46 1
12 47 1
12 52 1
12 72 1
12 73 1
12 100 1
12 103 1
13 14 1
13 23 1
13 37 1
13 46 1
13 83 1
13 84 1
13 96 1
13 99 1
13 101 1
13 116 1
13 119 1
14 52 1
14 57 1
14 61 1
14 66 1
14 76 1
14 79 1
14 80 1
14 86 1
14 87 1
14 100 1
14 103 1
15 30 1
15 35 1
15 55 1
15 66 1
15 69 1
15 92 1
15 93 1
15 116 1
16 35 1
16 41 1
16 45 1
16 59 1
16 62 1
16 78 1
16 87 1
16 98 1
16 104 1
16 105 1
16 106 1
16 114 1
17 22 1
17 28 1
17 38 1
17 51 1
17 52 1
17 58 1
17 61 1
17 84 1
17 94 1
17 98 1
17 99 1
17 102 1
17 112 1
17 113 1
17 122 1
18 32 1
18 66 1
18 75 1
18 84 1
18 90 1
18 114 1
18 123 1
19 28 1
19 42 1
19 48 1
19 66 1
19 98 1
19 113 1
19 114 1
20 36 1
20 47 1
20 81 1
20 85 1
20 97 1
20 102 1
20 124 1
21 24 1
21 65 1
21 74 1
21 84 1
21 92 1
22 37 1
22 41 1
22 50 1
22 54 1
22 67 1
22 68 1
22 82 1
22 85 1
22 86 1
22 90 1
22 91 1
22 120 1
23 50 1
23 71 1
23 98 1
23 110 1
23 113 1
23 115 1
23 123 1
24 29 1
24 35 1
24 45 1
24 48 1
24 50 1
24 62 1
24 63 1
24 73 1
24 76 1
24 84 1
24 88 1
24 91 1
24 112 1
24 120 1
25 42 1
25 46 1
25 55 1
25 69 1
25 74 1
25 106 1
25 111 1
26 39 1
26 46 1
26 57 1
26 65 1
26 72 1
26 82 1
26 88 1
26 93 1
26 116 1
26 117 1
27 31 1
27 36 1
27 51 1
27 70 1
27 92 1
27 98 1
27 99 1
27 103 1
27 106 1
27 116 1
27 120 1
27 124 1
28 30 1
28 52 1
28 53 1
28 66 1
28 70 1
28 74 1
28 81 1
29 43 1
29 54 1
29 63 1
29 64 1
29 69 1
29 118 1
30 47 1
30 53 1
30 57 1
30 63 1
30 76 1
31 61 1
31 67 1
31 70 1
31 74 1
31 85 1
31 91 1
31 115 1
31 119 1
32 34 1
32 50 1
32 62 1
32 70 1
32 76 1
32 85 1
32 86 1
32 98 1
32 101 1
32 103 1
32 105 1
32 112 1
33 43 1
33 63 1
33 86 1
33 93 1
33 121 1
33 124 1
34 44 1
34 70 1
34 103 1
34 125 1
35 36 1
35 41 1
35 43 1
35 51 1
35 56 1
35 63 1
35 67 1
35 68 1
35 76 1
35 96 1
35 117 1
36 46 1
36 47 1
36 57 1
36 61 1
36 65 1
36 91 1
36 102 1
36 103 1
37 40 1
37 49 1
37 59 1
37 62 1
37 65 1
37 66 1
37 67 1
37 77 1
37 82 1
37 88 1
38 56 1
38 63 1
38 88 1
38 94 1
38 103 1
38 116 1
39 63 1
39 72 1
39 74 1
39 79 1
39 94 1
39 105 1
40 71 1
40 72 1
40 76 1
40 82 1
40 85 1
40 92 1
40 111 1
40 119 1
40 124 1
41 50 1
41 51 1
41 80 1
41 89 1
41 108 1
41 110 1
41 122 1
42 51 1
42 59 1
42 64 1
42 84 1
42 88 1
42 102 1
42 106 1
42 107 1
42 108 1
42 122 1
43 49 1
43 55 1
43 57 1
43 68 1
43 78 1
44 53 1
44 56 1
44 87 1
44 90 1
44 97 1
44 120 1
44 122 1
45 62 1
45 64 1
45 67 1
45 83 1
45 89 1
45 93 1
45 107 1
45 122 1
46 47 1
46 91 1
46 106 1
46 111 1
47 50 1
47 61 1
47 67 1
47 99 1
47 103 1
47 105 1
47 115 1
47 120 1
47 124 1
48 51 1
48 52 1
48 54 1
48 65 1
48 73 1
48 86 1
48 93 1
48 100 1
48 111 1
49 52 1
49 55 1
49 58 1
49 78 1
49 84 1
49 98 1
49 99 1
49 104 1
49 107 1
49 110 1
49 114 1
49 125 1
50 55 1
50 57 1
50 73 1
50 83 1
50 91 1
50 110 1
50 117 1
51 59 1
51 63 1
51 73 1
51 82 1
51 89 1
51 106 1
51 107 1
51 108 1
51 114 1
51 117 1
51 122 1
52 58 1
52 61 1
52 63 1
52 80 1
52 92 1
52 102 1
52 111 1
52 118 1
52 121 1
53 62 1
53 68 1
53 84 1
53 90 1
53 91 1
53 111 1
53 113 1
53 115 1
53 122 1
54 55 1
54 62 1
54 83 1
54 97 1
54 112 1
54 118 1
55 58 1
55 62 1
55 64 1
55 77 1
55 97 1
55 119 1
55 124 1
56 60 1
56 62 1
56 71 1
56 84 1
56 99 1
56 105 1
56 118 1
57 59 1
57 60 1
57 64 1
57 84 1
57 114 1
58 61 1
58 64 1
58 65 1
58 77 1
58 82 1
58 97 1
58 100 1
58 101 1
58 108 1
58 112 1
58 119 1
59 69 1
59 74 1
59 93 1
59 103 1
59 122 1
60 77 1
60 95 1
60 110 1
60 125 1
61 77 1
61 93 1
61 95 1
61 96 1
61 111 1
62 66 1
62 75 1
62 89 1
62 90 1
62 92 1
62 111 1
62 125 1
63 69 1
63 84 1
63 123 1
63 124 1
64 66 1
64 77 1
64 91 1
64 106 1
64 108 1
64 115 1
64 119 1
64 121 1
65 69 1
65 75 1
65 85 1
65 103 1
66 74 1
66 75 1
66 101 1
66 102 1
66 108 1
66 112 1
66 122 1
67 69 1
67 116 1
68 80 1
68 86 1
68 91 1
68 97 1
68 116 1
68 119 1
69 77 1
69 78 1
69 79 1
69 83 1
69 96 1
69 97 1
69 99 1
69 103 1
69 109 1
70 90 1
70 93 1
70 94 1
70 106 1
70 118 1
71 87 1
71 94 1
71 98 1
71 110 1
71 113 1
71 119 1
72 73 1
72 78 1
72 87 1
72 91 1
72 107 1
72 113 1
72 124 1
73 92 1
73 97 1
73 105 1
74 79 1
74 82 1
74 89 1
74 92 1
74 104 1
74 107 1
75 96 1
75 98 1
75 109 1
76 80 1
76 83 1
76 87 1
76 94 1
76 99 1
76 104 1
76 110 1
77 84 1
77 95 1
77 96 1
77 97 1
77 101 1
77 106 1
77 107 1
77 110 1
78 82 1
78 84 1
78 91 1
78 110 1
78 112 1
78 115 1
79 85 1
79 89 1
79 111 1
80 82 1
80 91 1
80 97 1
80 105 1
80 106 1
80 114 1
80 117 1
80 125 1
81 82 1
81 86 1
81 91 1
81 94 1
81 123 1
82 86 1
82 106 1
82 117 1
83 93 1
83 98 1
83 104 1
83 105 1
83 108 1
83 114 1
83 123 1
84 89 1
84 95 1
84 97 1
84 101 1
84 102 1
84 110 1
84 116 1
84 122 1
85 100 1
85 104 1
85 125 1
86 92 1
86 102 1
88 91 1
88 105 1
88 106 1
88 107 1
88 123 1
89 98 1
89 99 1
89 110 1
89 115 1
89 122 1
90 94 1
90 97 1
91 93 1
91 96 1
91 120 1
92 95 1
92 115 1
92 123 1
93 97 1
93 106 1
93 115 1
93 118 1
93 121 1
93 123 1
94 95 1
94 114 1
96 97 1
96 113 1
96 117 1
96 122 1
97 101 1
97 110 1
98 111 1
98 114 1
99 120 1
99 125 1
100 106 1
100 115 1
101 122 1
102 104 1
102 124 1
103 115 1
103 117 1
104 105 1
104 122 1
105 124 1
105 125 1
107 116 1
107 122 1
108 110 1
108 113 1
108 119 1
108 122 1
109 115 1
109 118 1
110 115 1
110 118 1
110 124 1
110 125 1
112 113 1
113 121 1
114 115 1
114 119 1
115 118 1
116 119 1
116 123 1
117 119 1
117 124 1
118 119 1
118 121 1
122 124 1
