200 1990
1 3 1
1 4 1
1 5 1
1 59 1
1 69 1
1 74 1
1 76 1
1 90 1
1 92 1
1 98 1
1 109 1
1 114 1
1 124 1
1 136 1
1 138 1
1 146 1
1 148 1
1 152 1
1 153 1
1 170 1
1 186 1
1 193 1
2 25 1
2 30 1
2 31 1
2 34 1
2 39 1
2 45 1
2 62 1
2 72 1
2 75 1
2 86 1
2 93 1
2 131 1
2 145 1
2 151 1
2 165 1
2 168 1
2 178 1
2 181 1
2 182 1
2 196 1
2 198 1
2 200 1
3 9 1
3 15 1
3 22 1
3 41 1
3 45 1
3 51 1
3 61 1
3 63 1
3 67 1
3 73 1
3 75 1
3 80 1
3 82 1
3 101 1
3 123 1
3 131 1
3 135 1
3 149 1
3 155 1
3 164 1
3 172 1
3 174 1
3 178 1
3 179 1
3 182 1
3 190 1
3 198 1
3 199 1
4 34 1
4 41 1
4 89 1
4 118 1
4 124 1
4 152 1
4 156 1
4 178 1
4 180 1
4 183 1
4 191 1
4 199 1
4 200 1
5 28 1
5 45 1
5 56 1
5 57 1
5 74 1
5 82 1
5 97 1
5 144 1
5 146 1
5 162 1
5 174 1
5 178 1
5 180 1
5 197 1
5 200 1
6 15 1
6 29 1
6 35 1
6 44 1
6 50 1
6 53 1
6 55 1
6 83 1
6 103 1
6 117 1
6 135 1
6 152 1
6 160 1
6 164 1
6 171 1
6 181 1
6 191 1
7 9 1
7 19 1
7 57 1
7 62 1
7 75 1
7 79 1
7 103 1
7 105 1
7 115 1
7 126 1
7 129 1
7 142 1
7 146 1
7 149 1
7 155 1
7 160 1
7 161 1
7 162 1
7 168 1
7 174 1
7 177 1
7 181 1
7 190 1
8 9 1
8 13 1
8 17 1
8 22 1
8 25 1
8 34 1
8 42 1
8 44 1
8 61 1
8 67 1
8 86 1
8 104 1
8 105 1
8 122 1
8 144 1
8 154 1
8 160 1
8 169 1
8 172 1
8 177 1
8 182 1
8 183 1
8 184 1
8 189 1
9 10 1
9 11 1
9 16 1
9 23 1
9 38 1
9 41 1
9 43 1
9 88 1
9 89 1
9 106 1
9 107 1
9 121 1
9 127 1
9 133 1
9 166 1
9 168 1
9 176 1
9 181 1
9 186 1
9 195 1
10 13 1
10 32 1
10 34 1
10 39 1
10 42 1
10 47 1
10 72 1
10 78 1
10 82 1
10 93 1
10 118 1
10 119 1
10 140 1
10 142 1
10 147 1
10 158 1
10 166 1
10 183 1
10 189 1
10 192 1
10 197 1
10 199 1
11 42 1
11 47 1
11 48 1
11 57 1
11 58 1
11 77 1
11 78 1
11 118 1
11 142 1
11 143 1
11 149 1
11 161 1
11 165 1
11 167 1
11 190 1
11 197 1
12 29 1
12 34 1
12 39 1
12 44 1
12 47 1
12 50 1
12 66 1
12 67 1
12 72 1
12 84 1
12 118 1
12 123 1
12 137 1
12 139 1
12 142 1
12 146 1
12 162 1
12 181 1
12 183 1
12 192 1
13 26 1
13 38 1
13 40 1
13 42 1
13 59 1
13 69 1
13 88 1
13 92 1
13 97 1
13 102 1
13 106 1
13 108 1
13 125 1
13 128 1
13 131 1
13 138 1
13 194 1
13 195 1
13 198 1
14 24 1
14 34 1
14 39 1
14 50 1
14 61 1
14 65 1
14 75 1
14 86 1
14 96 1
14 119 1
14 156 1
14 169 1
15 35 1
15 44 1
15 54 1
15 60 1
15 84 1
15 97 1
15 120 1
15 128 1
15 130 1
15 139 1
15 142 1
15 145 1
15 157 1
15 166 1
16 21 1
16 46 1
16 50 1
16 57 1
16 74 1
16 84 1
16 118 1
16 119 1
16 156 1
16 180 1
16 196 1
17 22 1
17 25 1
17 31 1
17 45 1
17 48 1
17 53 1
17 61 1
17 65 1
17 72 1
17 93 1
17 118 1
17 122 1
17 123 1
17 126 1
17 146 1
17 147 1
17 151 1
17 158 1
17 162 1
17 190 1
17 198 1
18 22 1
18 25 1
18 41 1
18 42 1
18 44 1
18 72 1
18 73 1
18 74 1
18 106 1
18 136 1
18 142 1
18 146 1
18 149 1
18 152 1
18 155 1
18 156 1
18 167 1
18 169 1
18 174 1
18 180 1
18 187 1
19 20 1
19 21 1
19 31 1
19 35 1
19 45 1
19 60 1
19 61 1
19 66 1
19 69 1
19 87 1
19 89 1
19 90 1
19 95 1
19 107 1
19 108 1
19 110 1
19 127 1
19 143 1
19 150 1
19 176 1
19 194 1
20 22 1
20 31 1
20 41 1
20 47 1
20 59 1
20 65 1
20 75 1
20 105 1
20 119 1
20 121 1
20 129 1
20 171 1
21 25 1
21 29 1
21 45 1
21 46 1
21 51 1
21 53 1
21 62 1
21 63 1
21 72 1
21 77 1
21 78 1
21 105 1
21 131 1
21 140 1
21 156 1
21 161 1
21 172 1
21 174 1
21 178 1
21 180 1
21 181 1
21 190 1
21 196 1
22 26 1
22 33 1
22 37 1
22 54 1
22 58 1
22 63 1
22 64 1
22 77 1
22 79 1
22 83 1
22 87 1
22 88 1
22 99 1
22 124 1
22 133 1
22 145 1
22 153 1
22 157 1
22 182 1
22 186 1
22 195 1
23 25 1
23 28 1
23 44 1
23 47 1
23 53 1
23 67 1
23 77 1
23 78 1
23 85 1
23 103 1
23 111 1
23 119 1
23 126 1
23 132 1
23 137 1
23 147 1
