200 1990
1 11 1
1 19 1
1 23 1
1 24 1
1 26 1
1 29 1
1 30 1
1 41 1
1 44 1
1 49 1
1 71 1
1 87 1
1 89 1
1 104 1
1 113 1
1 122 1
1 125 1
1 139 1
1 140 1
1 143 1
1 149 1
1 161 1
1 176 1
1 188 1
1 199 1
2 5 1
2 13 1
2 16 1
2 19 1
2 36 1
2 45 1
2 69 1
2 71 1
2 73 1
2 87 1
2 94 1
2 102 1
2 104 1
2 112 1
2 130 1
2 138 1
2 174 1
2 197 1
3 18 1
3 36 1
3 38 1
3 44 1
3 49 1
3 65 1
3 76 1
3 94 1
3 100 1
3 105 1
3 106 1
3 111 1
3 136 1
3 137 1
3 138 1
3 145 1
3 165 1
3 169 1
3 183 1
3 184 1
3 200 1
4 7 1
4 10 1
4 26 1
4 34 1
4 37 1
4 40 1
4 58 1
4 63 1
4 65 1
4 72 1
4 106 1
4 110 1
4 123 1
4 131 1
4 139 1
4 169 1
4 172 1
4 173 1
4 189 1
4 191 1
5 12 1
5 25 1
5 34 1
5 41 1
5 50 1
5 53 1
5 57 1
5 70 1
5 93 1
5 100 1
5 102 1
5 125 1
5 142 1
5 151 1
5 167 1
5 169 1
5 170 1
5 172 1
5 181 1
5 193 1
6 38 1
6 57 1
6 61 1
6 65 1
6 74 1
6 78 1
6 89 1
6 95 1
6 104 1
6 105 1
6 111 1
6 117 1
6 136 1
6 144 1
6 148 1
6 169 1
6 185 1
6 195 1
7 8 1
7 16 1
7 48 1
7 57 1
7 69 1
7 75 1
7 87 1
7 90 1
7 92 1
7 133 1
7 142 1
7 153 1
7 168 1
7 170 1
7 171 1
7 172 1
7 175 1
7 185 1
7 186 1
7 197 1
8 10 1
8 13 1
8 15 1
8 24 1
8 31 1
8 36 1
8 38 1
8 46 1
8 56 1
8 59 1
8 64 1
8 71 1
8 81 1
8 85 1
8 98 1
8 99 1
8 103 1
8 106 1
8 108 1
8 128 1
8 129 1
8 135 1
8 138 1
8 139 1
8 140 1
8 149 1
8 157 1
8 161 1
8 171 1
8 176 1
8 187 1
8 193 1
9 13 1
9 16 1
9 31 1
9 32 1
9 53 1
9 94 1
9 102 1
9 105 1
9 110 1
9 123 1
9 133 1
9 136 1
9 162 1
9 179 1
9 180 1
9 183 1
9 192 1
9 196 1
9 198 1
9 199 1
10 27 1
10 32 1
10 45 1
10 50 1
10 67 1
10 68 1
10 74 1
10 109 1
10 156 1
10 184 1
10 186 1
10 194 1
10 198 1
11 12 1
11 26 1
11 39 1
11 49 1
11 60 1
11 62 1
11 70 1
11 76 1
11 79 1
11 92 1
11 100 1
11 127 1
11 137 1
11 143 1
11 145 1
11 159 1
12 15 1
12 18 1
12 23 1
12 24 1
12 44 1
12 64 1
12 71 1
12 85 1
12 87 1
12 92 1
12 102 1
12 103 1
12 108 1
12 126 1
12 128 1
12 130 1
12 134 1
12 148 1
12 152 1
12 155 1
12 157 1
12 158 1
12 159 1
12 180 1
12 189 1
12 196 1
12 199 1
13 19 1
13 27 1
13 33 1
13 41 1
13 88 1
13 89 1
13 109 1
13 120 1
13 128 1
13 133 1
13 151 1
13 156 1
13 159 1
13 172 1
13 200 1
14 19 1
14 36 1
14 38 1
14 46 1
14 59 1
14 71 1
14 72 1
14 75 1
14 84 1
14 91 1
14 98 1
14 109 1
14 110 1
14 114 1
14 118 1
14 121 1
14 124 1
14 127 1
14 130 1
14 135 1
14 141 1
14 149 1
14 163 1
14 165 1
14 196 1
15 38 1
15 50 1
15 54 1
15 65 1
15 67 1
15 69 1
15 97 1
15 99 1
15 111 1
15 116 1
15 145 1
15 170 1
15 187 1
15 194 1
16 25 1
16 34 1
16 35 1
16 50 1
16 57 1
16 73 1
16 78 1
16 80 1
16 87 1
16 127 1
16 154 1
16 156 1
16 170 1
16 185 1
17 23 1
17 24 1
17 46 1
17 50 1
17 59 1
17 62 1
17 64 1
17 70 1
17 79 1
17 93 1
17 94 1
17 104 1
17 114 1
17 138 1
17 188 1
17 189 1
18 68 1
18 105 1
18 115 1
18 122 1
18 125 1
18 135 1
18 149 1
18 151 1
18 167 1
18 196 1
19 22 1
19 27 1
19 33 1
19 45 1
19 51 1
19 52 1
19 68 1
19 89 1
19 92 1
19 95 1
19 97 1
19 116 1
19 128 1
19 147 1
19 177 1
20 29 1
20 33 1
20 76 1
20 79 1
20 84 1
20 98 1
20 108 1
20 110 1
20 121 1
20 123 1
20 139 1
20 141 1
20 153 1
20 157 1
20 161 1
20 168 1
20 180 1
20 181 1
21 48 1
21 67 1
21 72 1
21 94 1
21 98 1
21 101 1
21 104 1
21 112 1
21 113 1
21 129 1
21 141 1
21 144 1
21 154 1
21 156 1
21 157 1
21 184 1
21 193 1
21 196 1
22 24 1
22 26 1
22 29 1
22 71 1
22 74 1
22 79 1
22 91 1
22 96 1
22 105 1
22 111 1
22 115 1
22 117 1
22 121 1
22 126 1
22 129 1
22 149 1
22 177 1
22 178 1
23 27 1
23 48 1
23 50 1
23 54 1
23 60 1
23 67 1
23 77 1
23 83 1
23 88 1
23 90 1
23 91 1
23 94 1
23 107 1
23 154 1
23 183 1
23 187 1
23 194 1
23 197 1
23 198 1
24 25 1
24 50 1
24 53 1
24 56 1
24 57 1
24 63 1
24 70 1
24 77 1
24 81 1
24 88 1
24 117 1
24 136 1
24 151 1
24 153 1
24 159 1
24 186 1
24 192 1
25 26 1
25 27 1
25 113 1
25 124 1
25 132 1
25 146 1
25 149 1
25 170 1
25 180 1
25 182 1
26 35 1
26 45 1
26 49 1
26 63 1
26 67 1
26 73 1
26 76 1
26 77 1
26 79 1
26 83 1
26 88 1
26 107 1
26 122 1
26 125 1
26 137 1
26 153 1
26 178 1
26 181 1
26 182 1
27 29 1
27 46 1
27 59 1
27 121 1
27 123 1
27 130 1
27 146 1
27 152 1
27 157 1
27 165 1
