343 1029 
1 2 1
2 3 -1
3 4 -1
4 5 -1
5 6 1
6 7 -1
7 1 -1
8 9 -1
9 10 1
10 11 1
11 12 -1
12 13 1
13 14 1
14 8 1
15 16 1
16 17 -1
17 18 -1
18 19 1
19 20 -1
20 21 -1
21 15 1
22 23 1
23 24 -1
24 25 1
25 26 -1
26 27 -1
27 28 1
28 22 1
29 30 -1
30 31 -1
31 32 -1
32 33 1
33 34 1
34 35 1
35 29 -1
36 37 -1
37 38 1
38 39 -1
39 40 1
40 41 -1
41 42 -1
42 36 -1
43 44 -1
44 45 -1
45 46 -1
46 47 1
47 48 1
48 49 -1
49 43 1
1 8 1
2 9 -1
3 10 1
4 11 1
5 12 -1
6 13 -1
7 14 -1
8 15 -1
9 16 -1
10 17 -1
11 18 1
12 19 1
13 20 -1
14 21 1
15 22 -1
16 23 -1
17 24 1
18 25 1
19 26 1
20 27 -1
21 28 1
22 29 1
23 30 1
24 31 -1
25 32 1
26 33 1
27 34 -1
28 35 -1
29 36 1
30 37 1
31 38 1
32 39 -1
33 40 1
34 41 1
35 42 1
36 43 1
37 44 -1
38 45 1
39 46 -1
40 47 1
41 48 1
42 49 -1
43 1 1
44 2 -1
45 3 -1
46 4 1
47 5 -1
48 6 -1
49 7 1
1 50 1
2 51 1
3 52 1
4 53 1
5 54 -1
6 55 1
7 56 -1
8 57 -1
9 58 -1
10 59 1
11 60 -1
12 61 1
13 62 1
14 63 -1
15 64 1
16 65 1
17 66 -1
18 67 -1
19 68 -1
20 69 -1
21 70 1
22 71 1
23 72 -1
24 73 -1
25 74 1
26 75 1
27 76 1
28 77 1
29 78 -1
30 79 1
31 80 1
32 81 1
33 82 -1
34 83 1
35 84 1
36 85 -1
37 86 1
38 87 1
39 88 1
40 89 -1
41 90 -1
42 91 -1
43 92 1
44 93 -1
45 94 -1
46 95 -1
47 96 1
48 97 1
49 98 1
50 51 -1
51 52 -1
52 53 -1
53 54 1
54 55 -1
55 56 1
56 50 -1
57 58 1
58 59 1
59 60 1
60 61 -1
61 62 1
62 63 -1
63 57 -1
64 65 1
65 66 1
66 67 1
67 68 1
68 69 -1
69 70 1
70 64 1
71 72 1
72 73 1
73 74 -1
74 75 -1
75 76 1
76 77 -1
77 71 1
78 79 1
79 80 -1
80 81 1
81 82 1
82 83 1
83 84 1
84 78 -1
85 86 -1
86 87 1
87 88 1
88 89 -1
89 90 -1
90 91 1
91 85 1
92 93 1
93 94 -1
94 95 -1
95 96 1
96 97 -1
97 98 -1
98 92 1
50 57 -1
51 58 1
52 59 -1
53 60 1
54 61 1
55 62 1
56 63 1
57 64 -1
58 65 -1
59 66 -1
60 67 1
61 68 1
62 69 -1
63 70 1
64 71 1
65 72 1
66 73 -1
67 74 -1
68 75 -1
69 76 1
70 77 -1
71 78 1
72 79 -1
73 80 -1
74 81 -1
75 82 1
76 83 -1
77 84 1
78 85 1
79 86 1
80 87 -1
81 88 1
82 89 1
83 90 1
84 91 -1
85 92 -1
86 93 -1
87 94 -1
88 95 -1
89 96 1
90 97 -1
91 98 -1
92 50 1
93 51 1
94 52 1
95 53 1
96 54 -1
97 55 -1
98 56 1
50 99 -1
51 100 -1
52 101 -1
53 102 1
54 103 1
55 104 1
56 105 1
57 106 1
58 107 1
59 108 -1
60 109 -1
61 110 1
62 111 1
63 112 -1
64 113 -1
65 114 -1
66 115 1
67 116 -1
68 117 -1
69 118 1
70 119 1
71 120 -1
72 121 1
73 122 -1
74 123 -1
75 124 -1
76 125 1
77 126 -1
78 127 -1
79 128 1
80 129 -1
81 130 1
82 131 -1
83 132 1
84 133 -1
85 134 -1
86 135 -1
87 136 1
88 137 1
89 138 1
90 139 1
91 140 -1
92 141 1
93 142 1
94 143 -1
95 144 -1
96 145 -1
97 146 1
98 147 1
99 100 -1
100 101 1
101 102 1
102 103 -1
103 104 -1
104 105 1
105 99 1
106 107 1
107 108 -1
108 109 1
109 110 -1
110 111 1
111 112 1
112 106 -1
113 114 -1
114 115 1
115 116 -1
116 117 1
117 118 1
118 119 1
119 113 -1
120 121 1
121 122 -1
122 123 -1
123 124 1
124 125 1
125 126 1
126 120 1
127 128 -1
128 129 -1
129 130 1
130 131 -1
131 132 1
132 133 -1
133 127 1
134 135 -1
135 136 1
136 137 1
137 138 1
138 139 -1
139 140 1
140 134 1
141 142 -1
142 143 1
143 144 1
144 145 -1
145 146 1
146 147 -1
147 141 -1
99 106 1
100 107 1
101 108 1
102 109 1
103 110 -1
104 111 -1
105 112 1
106 113 -1
107 114 1
108 115 -1
109 116 1
110 117 1
111 118 1
112 119 1
113 120 -1
114 121 1
115 122 -1
116 123 1
117 124 -1
118 125 -1
119 126 -1
120 127 1
121 128 -1
122 129 1
123 130 -1
124 131 -1
125 132 -1
126 133 1
127 134 1
128 135 -1
129 136 -1
130 137 -1
131 138 -1
132 139 -1
133 140 -1
134 141 -1
135 142 1
136 143 -1
137 144 1
138 145 -1
139 146 -1
140 147 -1
141 99 -1
142 100 1
143 101 1
144 102 1
145 103 1
146 104 1
147 105 1
99 148 -1
100 149 -1
101 150 -1
102 151 1
103 152 -1
104 153 -1
105 154 -1
106 155 -1
107 156 1
108 157 1
109 158 -1
110 159 -1
111 160 1
112 161 -1
113 162 -1
114 163 1
115 164 1
116 165 -1
117 166 -1
118 167 1
119 168 -1
120 169 1
121 170 -1
122 171 1
123 172 -1
124 173 1
125 174 1
126 175 1
127 176 -1
128 177 -1
129 178 1
130 179 1
131 180 -1
132 181 1
133 182 1
134 183 1
135 184 -1
136 185 -1
137 186 -1
138 187 1
139 188 -1
140 189 -1
141 190 1
142 191 1
143 192 1
144 193 -1
145 194 1
146 195 -1
147 196 -1
148 149 1
149 150 -1
150 151 1
151 152 -1
152 153 -1
153 154 -1
154 148 1
155 156 1
156 157 1
157 158 1
158 159 1
159 160 -1
160 161 -1
161 155 -1
162 163 1
163 164 -1
164 165 -1
165 166 1
166 167 -1
167 168 -1
168 162 1
169 170 -1
170 171 1
171 172 1
172 173 1
173 174 -1
174 175 1
175 169 1
176 177 1
177 178 1
178 179 1
179 180 1
180 181 1
181 182 1
182 176 1
183 184 1
184 185 -1
185 186 1
186 187 1
187 188 -1
188 189 -1
189 183 1
190 191 -1
191 192 -1
192 193 1
193 194 1
194 195 -1
195 196 1
196 190 -1
148 155 1
149 156 -1
150 157 1
151 158 1
152 159 -1
153 160 -1
154 161 1
155 162 -1
156 163 -1
157 164 1
158 165 1
159 166 1
160 167 1
161 168 -1
162 169 1
163 170 -1
164 171 -1
165 172 -1
166 173 1
167 174 1
168 175 1
169 176 -1
170 177 -1
171 178 1
172 179 1
173 180 1
174 181 1
175 182 -1
176 183 1
177 184 1
178 185 -1
179 186 -1
180 187 -1
181 188 1
182 189 1
183 190 1
184 191 -1
185 192 -1
186 193 1
187 194 1
188 195 -1
189 196 -1
190 148 -1
191 149 1
192 150 -1
193 151 -1
194 152 1
195 153 -1
196 154 1
148 197 1
149 198 -1
150 199 -1
151 200 -1
152 201 1
153 202 -1
154 203 -1
155 204 -1
156 205 1
157 206 -1
158 207 1
159 208 1
160 209 -1
161 210 1
162 211 1
163 212 -1
164 213 1
165 214 1
166 215 -1
167 216 -1
168 217 1
169 218 -1
170 219 1
171 220 -1
172 221 -1
173 222 1
174 223 1
175 224 1
176 225 -1
177 226 -1
178 227 1
179 228 1
180 229 -1
181 230 -1
182 231 1
183 232 -1
184 233 -1
185 234 1
186 235 -1
187 236 -1
188 237 1
189 238 -1
190 239 1
191 240 -1
192 241 1
193 242 -1
194 243 -1
195 244 -1
196 245 -1
197 198 1
198 199 -1
199 200 1
200 201 1
201 202 1
202 203 1
203 197 -1
204 205 -1
205 206 1
206 207 -1
207 208 1
208 209 -1
209 210 -1
210 204 -1
211 212 -1
212 213 -1
213 214 -1
214 215 1
215 216 -1
216 217 1
217 211 -1
218 219 1
219 220 -1
220 221 -1
221 222 1
222 223 -1
223 224 1
224 218 1
225 226 -1
226 227 1
227 228 1
228 229 -1
229 230 -1
230 231 -1
231 225 1
232 233 -1
233 234 -1
234 235 -1
235 236 1
236 237 1
237 238 -1
238 232 1
239 240 -1
240 241 1
241 242 -1
242 243 1
243 244 -1
244 245 1
245 239 1
197 204 -1
198 205 -1
199 206 -1
200 207 -1
201 208 -1
202 209 1
203 210 -1
204 211 -1
205 212 -1
206 213 1
207 214 -1
208 215 1
209 216 -1
210 217 1
211 218 1
212 219 -1
213 220 1
214 221 -1
215 222 -1
216 223 -1
217 224 1
218 225 -1
219 226 1
220 227 -1
221 228 -1
222 229 -1
223 230 1
224 231 -1
225 232 1
226 233 1
227 234 1
228 235 1
229 236 -1
230 237 1
231 238 1
232 239 1
233 240 -1
234 241 -1
235 242 -1
236 243 -1
237 244 1
238 245 1
239 197 1
240 198 -1
241 199 -1
242 200 -1
243 201 -1
244 202 -1
245 203 1
197 246 1
198 247 -1
199 248 1
200 249 -1
201 250 1
202 251 1
203 252 -1
204 253 1
205 254 -1
206 255 1
207 256 -1
208 257 -1
209 258 1
210 259 1
211 260 1
212 261 -1
213 262 -1
214 263 -1
215 264 1
216 265 -1
217 266 -1
218 267 1
219 268 -1
220 269 -1
221 270 1
222 271 1
223 272 -1
224 273 -1
225 274 1
226 275 1
227 276 1
228 277 1
229 278 -1
230 279 1
231 280 1
232 281 1
233 282 -1
234 283 1
235 284 1
236 285 -1
237 286 -1
238 287 -1
239 288 1
240 289 -1
241 290 -1
242 291 1
243 292 1
244 293 1
245 294 1
246 247 1
247 248 1
248 249 -1
249 250 1
250 251 -1
251 252 -1
252 246 1
253 254 -1
254 255 -1
255 256 1
256 257 -1
257 258 -1
258 259 -1
259 253 1
260 261 1
261 262 1
262 263 -1
263 264 1
264 265 1
265 266 1
266 260 1
267 268 -1
268 269 -1
269 270 1
270 271 1
271 272 1
272 273 -1
273 267 -1
274 275 -1
275 276 1
276 277 -1
277 278 1
278 279 1
279 280 1
280 274 1
281 282 1
282 283 -1
283 284 1
284 285 -1
285 286 1
286 287 1
287 281 1
288 289 1
289 290 -1
290 291 -1
291 292 1
292 293 -1
293 294 -1
294 288 -1
246 253 1
247 254 1
248 255 -1
249 256 -1
250 257 1
251 258 -1
252 259 -1
253 260 -1
254 261 -1
255 262 -1
256 263 -1
257 264 1
258 265 -1
259 266 1
260 267 -1
261 268 1
262 269 1
263 270 1
264 271 -1
265 272 1
266 273 -1
267 274 1
268 275 -1
269 276 1
270 277 -1
271 278 1
272 279 1
273 280 -1
274 281 1
275 282 -1
276 283 -1
277 284 1
278 285 -1
