200 2037
1 4 1
1 10 1
1 11 1
1 12 1
1 31 1
1 33 1
1 35 1
1 40 1
1 45 1
1 48 1
1 51 1
1 52 1
1 70 1
1 72 1
1 81 1
1 100 1
1 102 1
1 103 1
1 111 1
1 113 1
1 128 1
1 131 1
1 138 1
1 156 1
1 158 1
1 172 1
1 173 1
1 188 1
1 191 1
2 4 1
2 8 1
2 10 1
2 20 1
2 36 1
2 47 1
2 61 1
2 65 1
2 75 1
2 78 1
2 86 1
2 91 1
2 126 1
2 138 1
2 192 1
2 193 1
3 20 1
3 41 1
3 47 1
3 51 1
3 56 1
3 66 1
3 67 1
3 112 1
3 114 1
3 120 1
3 132 1
3 133 1
3 139 1
3 144 1
3 156 1
3 174 1
3 180 1
3 184 1
3 187 1
4 9 1
4 25 1
4 35 1
4 40 1
4 62 1
4 89 1
4 127 1
4 132 1
4 144 1
4 148 1
4 154 1
4 165 1
4 179 1
4 183 1
4 190 1
4 196 1
5 13 1
5 22 1
5 23 1
5 26 1
5 29 1
5 32 1
5 34 1
5 37 1
5 48 1
5 49 1
5 55 1
5 78 1
5 93 1
5 106 1
5 110 1
5 112 1
5 123 1
5 125 1
5 129 1
5 131 1
5 157 1
5 160 1
5 164 1
5 170 1
5 195 1
6 13 1
6 27 1
6 28 1
6 34 1
6 36 1
6 43 1
6 49 1
6 79 1
6 85 1
6 103 1
6 104 1
6 105 1
6 108 1
6 119 1
6 123 1
6 135 1
6 183 1
7 19 1
7 31 1
7 37 1
7 65 1
7 69 1
7 82 1
7 89 1
7 99 1
7 111 1
7 112 1
7 117 1
7 144 1
7 155 1
7 157 1
7 163 1
7 165 1
7 173 1
7 174 1
7 182 1
7 196 1
8 14 1
8 23 1
8 26 1
8 37 1
8 38 1
8 46 1
8 58 1
8 60 1
8 66 1
8 69 1
8 73 1
8 80 1
8 83 1
8 88 1
8 90 1
8 91 1
8 113 1
8 115 1
8 124 1
8 128 1
8 130 1
8 136 1
8 168 1
8 177 1
8 179 1
8 184 1
8 192 1
9 11 1
9 26 1
9 39 1
9 41 1
9 42 1
9 64 1
9 69 1
9 72 1
9 94 1
9 108 1
9 109 1
9 111 1
9 117 1
9 133 1
9 137 1
9 140 1
9 144 1
9 151 1
9 164 1
9 172 1
9 175 1
9 182 1
9 183 1
10 12 1
10 37 1
10 42 1
10 69 1
10 79 1
10 92 1
10 94 1
10 96 1
10 97 1
10 119 1
10 139 1
10 155 1
10 169 1
10 190 1
11 15 1
11 17 1
11 21 1
11 37 1
11 39 1
11 45 1
11 48 1
11 55 1
11 81 1
11 85 1
11 88 1
11 90 1
11 96 1
11 100 1
11 108 1
11 114 1
11 129 1
11 141 1
11 144 1
11 157 1
11 158 1
11 160 1
11 167 1
11 175 1
11 177 1
11 178 1
11 181 1
11 185 1
11 188 1
11 193 1
11 200 1
12 13 1
12 15 1
12 18 1
12 21 1
12 24 1
12 25 1
12 47 1
12 58 1
12 89 1
12 106 1
12 139 1
12 160 1
12 163 1
13 15 1
13 27 1
13 51 1
13 54 1
13 58 1
13 70 1
13 112 1
13 115 1
13 138 1
13 139 1
13 152 1
13 156 1
13 164 1
13 170 1
13 174 1
14 31 1
14 44 1
14 48 1
14 51 1
14 55 1
14 58 1
14 68 1
14 84 1
14 85 1
14 95 1
14 113 1
14 118 1
14 121 1
14 122 1
14 131 1
14 135 1
14 149 1
14 200 1
15 17 1
15 24 1
15 39 1
15 43 1
15 46 1
15 60 1
15 62 1
15 75 1
15 79 1
15 89 1
15 100 1
15 109 1
15 177 1
15 181 1
15 195 1
16 36 1
16 50 1
16 61 1
16 75 1
16 77 1
16 80 1
16 97 1
16 98 1
16 104 1
16 119 1
16 122 1
16 136 1
16 139 1
16 147 1
16 156 1
16 165 1
16 174 1
16 184 1
16 187 1
17 20 1
17 21 1
17 25 1
17 60 1
17 68 1
17 72 1
17 83 1
17 92 1
17 94 1
17 100 1
17 118 1
17 119 1
17 129 1
17 133 1
17 141 1
17 142 1
17 151 1
17 161 1
17 164 1
17 166 1
17 167 1
17 190 1
17 194 1
17 195 1
17 198 1
18 27 1
18 29 1
18 34 1
18 50 1
18 55 1
18 58 1
18 60 1
18 78 1
18 89 1
18 112 1
18 130 1
18 152 1
18 157 1
18 163 1
18 177 1
19 20 1
19 23 1
19 29 1
19 43 1
19 51 1
19 54 1
19 61 1
19 65 1
19 66 1
19 69 1
19 90 1
19 99 1
19 101 1
19 104 1
19 119 1
19 128 1
19 134 1
19 179 1
19 184 1
19 185 1
19 191 1
19 197 1
20 27 1
20 37 1
20 55 1
20 60 1
20 62 1
20 64 1
20 76 1
20 83 1
20 86 1
20 91 1
20 97 1
20 109 1
20 154 1
20 155 1
20 158 1
20 180 1
20 188 1
20 199 1
21 26 1
21 36 1
21 39 1
21 44 1
21 46 1
21 53 1
21 61 1
21 62 1
21 63 1
21 86 1
21 88 1
21 93 1
21 116 1
21 123 1
21 128 1
21 142 1
21 143 1
21 153 1
21 165 1
21 178 1
21 185 1
21 194 1
21 197 1
22 26 1
22 32 1
22 52 1
22 63 1
22 85 1
22 95 1
22 109 1
22 123 1
22 140 1
22 146 1
22 148 1
22 156 1
22 160 1
22 164 1
22 172 1
22 196 1
22 198 1
22 199 1
23 25 1
23 29 1
23 55 1
23 64 1
23 67 1
23 77 1
23 91 1
23 97 1
23 103 1
23 106 1
23 129 1
23 130 1
23 135 1
23 145 1
23 153 1
23 177 1
23 178 1
23 188 1
24 27 1
24 35 1
24 36 1
24 40 1
24 43 1
24 51 1
24 53 1
24 54 1
24 69 1
24 71 1
24 74 1
24 87 1
24 90 1
24 94 1
24 101 1
24 128 1
24 132 1
24 168 1
24 175 1
24 186 1
25 34 1
25 41 1
25 44 1
25 62 1
25 64 1
25 65 1
25 76 1
25 80 1
25 85 1
25 90 1
25 105 1
25 122 1
25 138 1
25 139 1
25 158 1
25 189 1
25 194 1
26 34 1
26 38 1
26 52 1
26 53 1
26 78 1
26 96 1
26 117 1
26 127 1
26 133 1
26 146 1
26 151 1
26 171 1
26 176 1
26 184 1
27 32 1
27 38 1
27 44 1
27 55 1
27 69 1
27 79 1
27 85 1
27 97 1
27 112 1
27 129 1
27 131 1
27 151 1
27 163 1
27 169 1
27 185 1
27 193 1
27 194 1
28 33 1
28 82 1
28 92 1
28 94 1
28 102 1
28 124 1
28 138 1
28 160 1
28 166 1
28 167 1
28 173 1
28 186 1
28 191 1
28 198 1
28 200 1
29 32 1
29 36 1
29 38 1
29 43 1
29 46 1
29 52 1
29 55 1
29 58 1
29 71 1
29 74 1
29 77 1
29 78 1
29 82 1
29 83 1
29 86 1
29 120 1
29 124 1
29 130 1
29 131 1
29 132 1
29 143 1
29 145 1
29 151 1
29 158 1
29 161 1
29 172 1
29 178 1
29 180 1
29 193 1
30 34 1
30 47 1
30 49 1
30 69 1
30 71 1
30 88 1
30 96 1
30 105 1
30 120 1
30 124 1
30 127 1
30 142 1
30 160 1
30 180 1
31 33 1
31 42 1
31 49 1
31 58 1
31 68 1
31 98 1
31 106 1
31 122 1
31 124 1
31 129 1
31 134 1
31 190 1
31 192 1
32 34 1
32 39 1
32 40 1
32 41 1
32 54 1
32 56 1
32 63 1
32 84 1
32 104 1
32 118 1
32 122 1
32 124 1
32 132 1
32 135 1
32 136 1
32 161 1
32 165 1
32 177 1
32 188 1
32 197 1
32 198 1
32 200 1
33 41 1
33 43 1
33 60 1
33 73 1
33 75 1
33 82 1
33 100 1
33 101 1
33 104 1
33 108 1
33 120 1
33 128 1
33 132 1
33 161 1
33 178 1
33 180 1
34 59 1
34 150 1
34 158 1
34 164 1
34 168 1
34 197 1
34 198 1
34 200 1
35 53 1
35 61 1
35 64 1
35 81 1
35 91 1
35 95 1
35 103 1
35 114 1
35 125 1
35 152 1
35 155 1
35 157 1
35 187 1
35 191 1
35 197 1
36 58 1
36 88 1
36 96 1
36 97 1
36 106 1
36 136 1
36 141 1
36 149 1
36 165 1
36 183 1
36 193 1
36 196 1
36 197 1
37 41 1
37 83 1
37 89 1
37 100 1
37 105 1
37 118 1
37 119 1
37 132 1
37 137 1
37 141 1
37 146 1
37 148 1
37 149 1
37 151 1
37 155 1
37 156 1
37 174 1
37 177 1
37 178 1
37 180 1
37 189 1
37 192 1
37 197 1
38 44 1
38 47 1
38 54 1
38 59 1
38 65 1
38 66 1
38 88 1
38 99 1
38 104 1
38 118 1
38 119 1
38 128 1
38 138 1
38 140 1
38 152 1
38 156 1
38 159 1
38 161 1
38 178 1
38 179 1
38 189 1
38 193 1
38 194 1
38 200 1
39 43 1
39 49 1
39 66 1
39 68 1
39 83 1
39 91 1
39 100 1
39 106 1
39 111 1
39 112 1
39 114 1
39 159 1
39 171 1
39 174 1
39 183 1
39 187 1
39 190 1
40 73 1
40 75 1
40 76 1
40 101 1
40 103 1
40 105 1
40 109 1
40 144 1
40 145 1
40 156 1
40 182 1
40 187 1
41 42 1
41 58 1
41 68 1
41 70 1
41 73 1
41 74 1
41 94 1
41 99 1
41 100 1
41 111 1
41 124 1
41 127 1
41 128 1
41 130 1
41 131 1
41 147 1
41 160 1
41 168 1
41 172 1
41 189 1
41 199 1
41 200 1
42 54 1
42 66 1
42 69 1
42 72 1
42 94 1
42 96 1
42 98 1
42 111 1
42 118 1
42 119 1
42 131 1
42 133 1
42 154 1
42 156 1
42 158 1
42 162 1
42 171 1
42 181 1
42 194 1
43 51 1
43 61 1
43 62 1
43 77 1
43 85 1
43 96 1
43 108 1
43 115 1
43 133 1
43 136 1
43 139 1
43 143 1
43 146 1
43 169 1
43 171 1
43 179 1
43 200 1
44 48 1
44 54 1
44 56 1
44 60 1
44 71 1
44 84 1
44 119 1
44 124 1
44 133 1
44 150 1
44 153 1
44 158 1
44 159 1
44 165 1
44 167 1
44 179 1
44 192 1
45 51 1
45 58 1
45 77 1
45 83 1
45 87 1
45 95 1
45 103 1
45 109 1
45 117 1
45 129 1
45 141 1
45 146 1
45 152 1
45 154 1
45 158 1
46 59 1
46 67 1
46 72 1
46 82 1
46 88 1
46 107 1
46 115 1
46 120 1
46 136 1
46 145 1
46 166 1
46 179 1
47 50 1
47 77 1
47 95 1
47 109 1
47 115 1
47 128 1
47 142 1
47 146 1
47 162 1
47 170 1
47 173 1
47 178 1
47 190 1
47 193 1
48 57 1
48 71 1
48 76 1
48 78 1
48 101 1
48 102 1
48 107 1
48 115 1
48 116 1
48 120 1
48 152 1
48 157 1
48 164 1
48 167 1
48 169 1
48 175 1
48 182 1
48 183 1
48 190 1
49 57 1
49 60 1
49 63 1
49 64 1
49 77 1
49 90 1
49 104 1
