400 7980
1 14 1
1 17 1
1 32 1
1 39 1
1 49 1
1 59 1
1 61 1
1 91 1
1 92 1
1 96 1
1 99 1
1 121 1
1 144 1
1 145 1
1 148 1
1 152 1
1 162 1
1 179 1
1 189 1
1 192 1
1 225 1
1 240 1
1 246 1
1 257 1
1 261 1
1 311 1
1 344 1
1 365 1
1 368 1
1 375 1
1 379 1
1 390 1
2 7 1
2 20 1
2 24 1
2 28 1
2 30 1
2 51 1
2 53 1
2 75 1
2 90 1
2 94 1
2 101 1
2 103 1
2 105 1
2 112 1
2 119 1
2 124 1
2 153 1
2 158 1
2 186 1
2 195 1
2 202 1
2 209 1
2 224 1
2 226 1
2 231 1
2 235 1
2 238 1
2 250 1
2 251 1
2 252 1
2 269 1
2 272 1
2 274 1
2 276 1
2 282 1
2 283 1
2 290 1
2 298 1
2 304 1
2 309 1
2 325 1
2 332 1
2 336 1
2 352 1
2 353 1
2 354 1
2 356 1
2 362 1
2 364 1
2 366 1
2 368 1
2 375 1
2 381 1
2 383 1
2 389 1
2 396 1
3 11 1
3 20 1
3 45 1
3 69 1
3 79 1
3 94 1
3 102 1
3 115 1
3 119 1
3 136 1
3 154 1
3 170 1
3 205 1
3 208 1
3 223 1
3 233 1
3 236 1
3 247 1
3 252 1
3 268 1
3 272 1
3 278 1
3 284 1
3 306 1
3 327 1
3 328 1
3 340 1
3 346 1
3 349 1
3 350 1
3 367 1
4 11 1
4 21 1
4 28 1
4 31 1
4 37 1
4 39 1
4 43 1
4 51 1
4 60 1
4 80 1
4 134 1
4 149 1
4 153 1
4 165 1
4 171 1
4 184 1
4 185 1
4 202 1
4 214 1
4 217 1
4 230 1
4 231 1
4 236 1
4 247 1
4 269 1
4 271 1
4 286 1
4 291 1
4 328 1
4 334 1
4 350 1
4 359 1
4 362 1
4 382 1
4 383 1
4 384 1
4 394 1
4 399 1
5 7 1
5 26 1
5 30 1
5 34 1
5 35 1
5 40 1
5 45 1
5 54 1
5 57 1
5 59 1
5 64 1
5 85 1
5 86 1
5 93 1
5 102 1
5 111 1
5 114 1
5 117 1
5 127 1
5 132 1
5 135 1
5 137 1
5 164 1
5 180 1
5 190 1
5 193 1
5 197 1
5 209 1
5 213 1
5 215 1
5 217 1
5 223 1
5 229 1
5 236 1
5 239 1
5 259 1
5 265 1
5 269 1
5 272 1
5 280 1
5 284 1
5 291 1
5 293 1
5 298 1
5 300 1
5 338 1
5 361 1
5 362 1
5 376 1
5 390 1
5 396 1
6 16 1
6 48 1
6 53 1
6 76 1
6 81 1
6 86 1
6 87 1
6 90 1
6 92 1
6 101 1
6 107 1
6 112 1
6 113 1
6 120 1
6 129 1
6 140 1
6 145 1
6 147 1
6 150 1
6 152 1
6 153 1
6 160 1
6 166 1
6 172 1
6 181 1
6 182 1
6 189 1
6 194 1
6 195 1
6 197 1
6 202 1
6 208 1
6 209 1
6 224 1
6 235 1
6 252 1
6 256 1
6 258 1
6 263 1
6 284 1
6 285 1
6 286 1
6 297 1
6 309 1
6 313 1
6 314 1
6 315 1
6 319 1
6 332 1
6 373 1
6 378 1
6 392 1
7 33 1
7 48 1
7 53 1
7 54 1
7 67 1
7 72 1
7 74 1
7 75 1
7 84 1
7 98 1
7 101 1
7 105 1
7 110 1
7 119 1
7 135 1
7 136 1
7 145 1
7 147 1
7 171 1
7 174 1
7 178 1
7 193 1
7 211 1
7 220 1
7 229 1
7 236 1
7 238 1
7 252 1
7 253 1
7 266 1
7 267 1
7 269 1
7 273 1
7 290 1
7 293 1
7 298 1
7 325 1
7 332 1
7 363 1
7 372 1
7 375 1
7 389 1
7 396 1
7 399 1
8 13 1
8 19 1
8 24 1
8 40 1
8 43 1
8 60 1
8 68 1
8 86 1
8 98 1
8 105 1
8 109 1
8 138 1
8 191 1
8 194 1
8 199 1
8 216 1
8 225 1
8 248 1
8 261 1
8 271 1
8 276 1
8 293 1
8 295 1
8 359 1
8 371 1
8 387 1
8 389 1
8 395 1
8 396 1
8 397 1
9 13 1
9 16 1
9 22 1
9 23 1
9 34 1
9 41 1
9 52 1
9 60 1
9 62 1
9 68 1
9 88 1
9 91 1
9 93 1
9 95 1
9 106 1
9 107 1
9 110 1
9 129 1
9 131 1
9 146 1
9 149 1
9 150 1
9 152 1
9 154 1
9 160 1
9 165 1
9 192 1
9 204 1
9 214 1
9 217 1
9 230 1
9 237 1
9 249 1
9 254 1
9 261 1
9 263 1
9 271 1
9 272 1
9 280 1
9 286 1
9 291 1
9 317 1
9 328 1
9 355 1
9 368 1
9 391 1
9 392 1
10 16 1
10 23 1
10 36 1
10 40 1
10 41 1
10 70 1
10 75 1
10 78 1
10 94 1
10 100 1
10 101 1
10 105 1
10 114 1
10 119 1
10 125 1
10 127 1
10 128 1
10 136 1
10 139 1
10 141 1
10 153 1
10 154 1
10 158 1
10 164 1
10 170 1
10 176 1
10 178 1
10 179 1
10 188 1
10 196 1
10 206 1
10 208 1
10 224 1
10 247 1
10 255 1
10 260 1
10 263 1
10 267 1
10 269 1
10 288 1
10 293 1
10 298 1
10 301 1
10 316 1
10 328 1
10 340 1
10 343 1
10 352 1
10 362 1
10 363 1
10 378 1
10 382 1
10 389 1
10 395 1
11 30 1
11 49 1
11 52 1
11 59 1
11 71 1
11 82 1
