200 1990
1 8 1
1 13 1
1 28 1
1 29 1
1 31 1
1 32 1
1 34 1
1 39 1
1 47 1
1 55 1
1 59 1
1 63 1
1 77 1
1 79 1
1 82 1
1 83 1
1 115 1
1 126 1
1 129 1
1 133 1
1 171 1
1 179 1
1 195 1
1 196 1
2 31 1
2 32 1
2 37 1
2 42 1
2 83 1
2 92 1
2 98 1
2 147 1
2 154 1
3 7 1
3 13 1
3 45 1
3 65 1
3 68 1
3 72 1
3 73 1
3 79 1
3 91 1
3 94 1
3 111 1
3 118 1
3 156 1
3 162 1
3 165 1
3 172 1
4 20 1
4 27 1
4 43 1
4 58 1
4 62 1
4 66 1
4 77 1
4 85 1
4 90 1
4 96 1
4 110 1
4 123 1
4 139 1
4 149 1
4 181 1
4 193 1
4 195 1
5 15 1
5 22 1
5 26 1
5 37 1
5 43 1
5 54 1
5 58 1
5 64 1
5 67 1
5 73 1
5 76 1
5 93 1
5 102 1
5 140 1
5 150 1
5 171 1
5 188 1
6 25 1
6 34 1
6 35 1
6 38 1
6 46 1
6 58 1
6 60 1
6 66 1
6 68 1
6 69 1
6 71 1
6 79 1
6 80 1
6 81 1
6 84 1
6 89 1
6 109 1
6 117 1
6 123 1
6 129 1
6 139 1
6 141 1
6 149 1
6 154 1
6 161 1
6 163 1
6 169 1
6 171 1
7 48 1
7 52 1
7 74 1
7 87 1
7 88 1
7 102 1
7 152 1
7 158 1
7 168 1
7 169 1
7 170 1
7 187 1
7 189 1
7 195 1
8 23 1
8 36 1
8 46 1
8 80 1
8 105 1
8 106 1
8 117 1
8 147 1
8 154 1
8 165 1
8 183 1
8 186 1
8 195 1
8 197 1
9 11 1
9 57 1
9 75 1
9 79 1
9 80 1
9 100 1
9 109 1
9 122 1
9 138 1
9 141 1
9 157 1
9 170 1
9 178 1
9 182 1
9 185 1
9 194 1
10 12 1
10 23 1
10 25 1
10 35 1
10 53 1
10 71 1
10 81 1
10 83 1
10 93 1
10 97 1
10 98 1
10 104 1
10 105 1
10 108 1
10 112 1
10 118 1
10 119 1
10 138 1
10 141 1
10 149 1
10 158 1
10 161 1
10 164 1
10 178 1
10 181 1
10 186 1
10 187 1
10 191 1
10 200 1
11 32 1
11 42 1
11 45 1
11 51 1
11 53 1
11 71 1
11 75 1
11 79 1
11 93 1
11 100 1
11 102 1
11 106 1
11 108 1
11 122 1
11 130 1
11 131 1
11 137 1
11 138 1
11 146 1
11 152 1
11 161 1
11 170 1
11 183 1
11 185 1
12 28 1
12 40 1
12 48 1
12 72 1
12 76 1
12 77 1
12 99 1
12 113 1
12 114 1
12 123 1
12 135 1
12 136 1
12 146 1
12 155 1
12 165 1
12 175 1
12 180 1
12 188 1
12 199 1
12 200 1
13 19 1
13 25 1
13 57 1
13 64 1
13 78 1
13 80 1
13 87 1
13 95 1
13 112 1
13 114 1
13 115 1
13 118 1
13 135 1
13 137 1
13 162 1
13 165 1
13 167 1
13 171 1
13 173 1
13 185 1
13 196 1
14 19 1
14 20 1
14 32 1
14 36 1
14 38 1
14 40 1
14 43 1
14 45 1
14 48 1
14 53 1
14 70 1
14 92 1
14 105 1
14 129 1
14 130 1
14 150 1
14 151 1
14 153 1
14 160 1
14 163 1
14 191 1
15 18 1
15 21 1
15 46 1
15 56 1
15 63 1
15 64 1
15 66 1
15 95 1
15 106 1
15 107 1
15 115 1
15 119 1
15 149 1
15 158 1
15 169 1
15 170 1
15 180 1
15 185 1
16 22 1
16 29 1
16 31 1
16 35 1
16 73 1
16 77 1
16 82 1
16 84 1
16 90 1
16 91 1
16 99 1
16 107 1
16 134 1
16 136 1
16 152 1
16 164 1
16 191 1
16 194 1
16 200 1
17 18 1
17 24 1
17 34 1
17 46 1
17 57 1
17 63 1
17 96 1
17 107 1
17 120 1
17 121 1
17 139 1
17 142 1
17 143 1
17 144 1
17 168 1
18 24 1
18 25 1
18 31 1
18 35 1
18 49 1
18 64 1
18 66 1
18 77 1
18 83 1
18 97 1
18 105 1
18 115 1
18 120 1
18 121 1
18 123 1
18 137 1
18 138 1
18 139 1
18 140 1
18 141 1
18 153 1
18 154 1
18 156 1
18 165 1
18 176 1
18 181 1
18 184 1
18 197 1
18 199 1
19 36 1
19 40 1
19 43 1
19 66 1
19 116 1
19 119 1
19 127 1
19 134 1
19 153 1
19 168 1
20 32 1
20 73 1
20 90 1
20 101 1
20 106 1
20 107 1
20 116 1
20 124 1
20 130 1
20 140 1
20 152 1
20 159 1
20 161 1
20 163 1
20 173 1
20 183 1
20 185 1
20 191 1
20 192 1
20 198 1
21 26 1
21 29 1
21 36 1
21 38 1
21 41 1
21 47 1
21 51 1
21 54 1
21 56 1
21 60 1
21 66 1
21 72 1
21 82 1
21 84 1
21 96 1
21 98 1
21 118 1
21 134 1
21 135 1
21 149 1
21 166 1
21 172 1
21 179 1
21 183 1
21 186 1
21 192 1
22 33 1
22 40 1
22 42 1
22 44 1
22 45 1
22 52 1
22 53 1
22 57 1
22 75 1
22 84 1
22 99 1
22 113 1
22 132 1
22 139 1
22 150 1
22 174 1
22 185 1
23 55 1
23 71 1
23 83 1
23 105 1
23 130 1
23 132 1
23 158 1
23 169 1
23 183 1
23 189 1
23 197 1
23 198 1
24 31 1
24 34 1
24 46 1
24 57 1
24 66 1
24 81 1
24 85 1
24 90 1
24 122 1
24 139 1
24 143 1
24 157 1
24 160 1
24 186 1
25 28 1
25 29 1
25 35 1
25 61 1
25 62 1
25 65 1
25 77 1
25 78 1
25 83 1
25 89 1
25 97 1
25 115 1
25 116 1
25 124 1
25 134 1
25 139 1
25 147 1
25 154 1
25 164 1
25 170 1
25 184 1
25 186 1
25 195 1
25 196 1
26 29 1
26 39 1
26 59 1
26 61 1
26 64 1
26 83 1
26 84 1
26 91 1
26 104 1
26 114 1
26 127 1
26 130 1
26 134 1
26 141 1
26 145 1
26 150 1
26 151 1
26 158 1
26 172 1
26 175 1
26 193 1
26 197 1
27 55 1
27 60 1
27 62 1
27 80 1
27 81 1
27 82 1
27 110 1
27 159 1
27 193 1
28 32 1
28 38 1
28 57 1
28 60 1
28 72 1
28 76 1
28 81 1
28 120 1
28 129 1
28 130 1
28 136 1
28 137 1
28 142 1
28 155 1
28 189 1
28 194 1
28 195 1
28 200 1
29 35 1
29 56 1
29 73 1
29 85 1
29 91 1
29 113 1
29 131 1
29 148 1
29 157 1
29 178 1
29 181 1
29 187 1
29 194 1
30 68 1
30 69 1
30 86 1
30 121 1
30 123 1
30 130 1
30 136 1
30 146 1
30 155 1
30 160 1
30 162 1
30 192 1
31 32 1
31 44 1
31 53 1
31 61 1
31 62 1
31 76 1
31 94 1
31 101 1
31 105 1
31 111 1
31 113 1
31 128 1
31 129 1
31 133 1
31 135 1
31 146 1
31 157 1
31 167 1
31 168 1
31 196 1
31 198 1
32 42 1
32 47 1
32 59 1
32 89 1
32 104 1
32 108 1
32 129 1
32 184 1
33 51 1
33 66 1
33 70 1
33 77 1
33 80 1
33 84 1
33 96 1
33 97 1
33 109 1
33 113 1
33 134 1
33 150 1
33 154 1
33 158 1
33 174 1
33 192 1
34 45 1
34 48 1
34 53 1
34 57 1
34 63 1
34 71 1
34 90 1
34 122 1
34 131 1
34 136 1
34 139 1
34 143 1
34 144 1
34 158 1
34 165 1
34 184 1
34 189 1
34 199 1
35 36 1
35 73 1
35 74 1
35 81 1
35 91 1
35 121 1
35 123 1
35 141 1
35 149 1
35 189 1
35 194 1
35 195 1
35 198 1
36 39 1
36 44 1
36 52 1
36 57 1
36 59 1
36 65 1
36 81 1
36 84 1
36 100 1
36 110 1
36 119 1
36 123 1
36 140 1
36 148 1
36 154 1
36 164 1
36 165 1
36 170 1
36 176 1
36 179 1
36 184 1
36 186 1
37 42 1
37 66 1
37 71 1
37 80 1
37 82 1
37 85 1
37 86 1
37 92 1
37 98 1
37 112 1
37 113 1
37 122 1
37 136 1
37 144 1
37 148 1
37 163 1
37 185 1
37 190 1
38 59 1
38 60 1
38 66 1
38 85 1
38 88 1
38 89 1
38 116 1
38 128 1
38 137 1
38 148 1
38 161 1
38 168 1
38 169 1
38 174 1
38 187 1
39 41 1
39 57 1
39 59 1
39 60 1
39 67 1
39 89 1
39 122 1
39 127 1
39 142 1
39 152 1
39 158 1
39 161 1
39 164 1
39 180 1
39 182 1
39 187 1
39 188 1
39 198 1
40 43 1
40 52 1
40 53 1
40 54 1
40 55 1
40 63 1
40 70 1
40 85 1
40 92 1
40 96 1
40 114 1
40 144 1
40 148 1
40 152 1
40 153 1
40 163 1
40 181 1
40 183 1
40 184 1
40 198 1
41 59 1
41 64 1
41 67 1
41 71 1
41 74 1
41 75 1
41 77 1
41 81 1
41 83 1
41 89 1
41 129 1
41 132 1
41 144 1
41 150 1
41 162 1
41 175 1
41 190 1
41 192 1
42 56 1
42 64 1
42 92 1
42 98 1
42 106 1
42 135 1
42 155 1
42 157 1
42 173 1
42 175 1
42 178 1
43 52 1
43 67 1
43 81 1
43 84 1
43 89 1
43 94 1
43 109 1
43 152 1
43 153 1
43 162 1
43 165 1
43 188 1
43 189 1
43 191 1
43 193 1
44 59 1
44 63 1
44 68 1
44 71 1
44 72 1
44 78 1
44 80 1
44 89 1
44 102 1
44 104 1
44 105 1
44 109 1
44 110 1
44 112 1
44 116 1
44 117 1
44 128 1
44 132 1
44 134 1
44 149 1
44 150 1
44 159 1
45 94 1
45 104 1
45 111 1
45 112 1
45 116 1
45 131 1
45 138 1
45 158 1
45 166 1
45 170 1
45 171 1
45 180 1
45 184 1
45 192 1
46 51 1
46 76 1
46 88 1
46 92 1
46 118 1
46 124 1
46 135 1
46 137 1
46 143 1
46 144 1
46 158 1
46 162 1
46 164 1
46 168 1
46 176 1
46 177 1
47 58 1
47 64 1
47 83 1
47 99 1
47 134 1
47 144 1
47 152 1
47 158 1
47 159 1
47 161 1
47 179 1
47 181 1
47 182 1
47 184 1
48 74 1
48 78 1
48 80 1
48 84 1
48 93 1
48 103 1
48 109 1
48 127 1
48 141 1
48 145 1
48 167 1
48 168 1
48 184 1
48 195 1
49 118 1
49 128 1
49 151 1
49 158 1
49 186 1
49 188 1
49 194 1
49 198 1
50 71 1
50 73 1
50 105 1
50 132 1
50 154 1
50 170 1
50 182 1
50 186 1
50 194 1
50 196 1
51 64 1
51 67 1
51 81 1
51 99 1
51 101 1
51 122 1
51 123 1
51 131 1
51 132 1
51 143 1
51 149 1
51 174 1
51 181 1
51 185 1
52 57 1
52 68 1
52 84 1
52 114 1
52 119 1
53 72 1
53 80 1
53 93 1
53 94 1
53 108 1
53 112 1
53 114 1
53 115 1
53 132 1
53 138 1
53 144 1
53 170 1
53 172 1
53 176 1
53 177 1
53 180 1
53 184 1
54 55 1
54 65 1
54 78 1
54 85 1
54 93 1
54 106 1
54 115 1
54 121 1
54 125 1
54 127 1
54 132 1
54 141 1
54 149 1
54 156 1
54 163 1
54 173 1
54 188 1
54 189 1
54 190 1
55 61 1
55 69 1
55 81 1
55 82 1
55 109 1
55 113 1
55 135 1
55 136 1
55 140 1
55 141 1
55 158 1
55 164 1
55 170 1
55 171 1
55 181 1
55 183 1
55 190 1
55 196 1
56 67 1
56 82 1
56 90 1
56 95 1
56 115 1
56 139 1
56 144 1
56 148 1
56 151 1
56 163 1
56 180 1
56 185 1
56 187 1
56 191 1
56 192 1
56 194 1
57 66 1
57 80 1
57 95 1
57 97 1
57 108 1
57 110 1
57 111 1
57 114 1
57 119 1
57 151 1
57 170 1
57 179 1
57 193 1
58 83 1
58 85 1
58 90 1
58 109 1
58 121 1
58 134 1
58 137 1
58 148 1
58 155 1
58 161 1
58 163 1
58 179 1
58 184 1
59 67 1
59 70 1
59 80 1
59 81 1
59 89 1
59 186 1
60 61 1
60 73 1
60 98 1
60 105 1
60 108 1
60 117 1
60 130 1
60 132 1
60 139 1
60 148 1
60 155 1
60 164 1
60 171 1
61 83 1
61 117 1
61 130 1
61 141 1
61 155 1
61 156 1
61 157 1
61 163 1
61 171 1
61 176 1
61 185 1
61 196 1
62 89 1
62 105 1
62 109 1
62 110 1
62 119 1
62 121 1
62 141 1
62 149 1
62 160 1
62 176 1
62 186 1
62 190 1
62 193 1
62 198 1
63 81 1
63 89 1
63 92 1
63 100 1
63 106 1
63 134 1
63 141 1
63 145 1
63 152 1
63 160 1
63 183 1
63 185 1
63 188 1
64 66 1
64 79 1
64 88 1
64 91 1
64 113 1
64 120 1
64 121 1
64 124 1
64 132 1
64 146 1
64 148 1
64 150 1
64 172 1
64 181 1
65 78 1
65 85 1
65 109 1
65 125 1
65 154 1
65 160 1
65 161 1
65 187 1
66 73 1
66 75 1
66 82 1
66 92 1
66 109 1
66 111 1
66 119 1
66 120 1
66 133 1
66 139 1
66 146 1
66 160 1
66 163 1
66 164 1
66 169 1
66 180 1
66 186 1
66 198 1
66 200 1
67 73 1
67 83 1
67 89 1
67 92 1
67 116 1
67 145 1
67 148 1
67 165 1
67 175 1
67 185 1
67 187 1
67 192 1
68 69 1
68 73 1
68 81 1
68 83 1
68 113 1
68 114 1
68 116 1
68 146 1
68 150 1
68 160 1
68 164 1
68 169 1
68 178 1
68 185 1
68 194 1
68 200 1
69 90 1
69 96 1
69 97 1
69 100 1
69 142 1
69 146 1
69 147 1
69 154 1
69 158 1
69 160 1
69 170 1
70 73 1
70 80 1
70 92 1
70 98 1
70 105 1
70 108 1
70 127 1
70 153 1
70 154 1
70 164 1
70 171 1
70 172 1
71 78 1
71 81 1
71 87 1
71 92 1
71 97 1
71 102 1
71 109 1
71 111 1
71 119 1
71 121 1
71 124 1
71 125 1
71 165 1
